kepoi_name,kepid,fpp_koi_period,fpp_ror,fpp_prad,fpp_secthresh,fpp_maxrad,fpp_prob_heb,fpp_prob_ueb,fpp_prob_beb,fpp_prob_heb_dbl,fpp_prob_ueb_dbl,fpp_prob_beb_dbl,fpp_spec_occrate,fpp_prob,fpp_score,fpp_fail_reason,fpp_steff,fpp_steff_err1,fpp_steff_err2,fpp_slogg,fpp_slogg_err1,fpp_slogg_err2,fpp_smet,fpp_smet_err1,fpp_smet_err2,fpp_srad,fpp_srad_err1,fpp_srad_err2,fpp_smass,fpp_smass_err1,fpp_smass_err2,fpp_sage,fpp_sage_err1,fpp_sage_err2,fpp_dist,fpp_dist_err1,fpp_dist_err2,fpp_av,fpp_av_err1,fpp_av_err2,fpp_max_av,fpp_pr_steff_mu,fpp_pr_steff_sig,fpp_pr_slogg_mu,fpp_pr_slogg_sig,fpp_pr_smet_mu,fpp_pr_smet_sig
K03302.01,8233802,69.380,0.022,2.50,217,0.50,3e-26,0.05,0.042,2.7e-09,0.13,0.064,0.210,0.28,1,,6337,271.747,-225.744,4.42,0.071,-0.07,-0.35,0.178,-0.183,1.04,0.127,-0.121,1.05,0.094,-0.091,9.25,0.22,-0.141,1009,141.654,-124.853,0.87,0.164,-0.144,0.40,nan,nan,nan,nan,nan,nan
K03303.01,7510820,29.349,0.026,1.78,186,1.53,1e-51,4.9e-12,0.00048,1.9e-14,3.1e-08,8.5e-06,0.176,0.00083,1,,4919,38.945,-43.399,4.67,0.033,-0.033,-0.56,0.249,-0.254,0.63,0.053,-0.038,0.67,0.062,-0.039,9.39,0.398,-0.264,629,56.243,-44.556,0.19,0.01,-0.022,0.20,nan,nan,nan,nan,nan,nan
K03304.01,9307105,13.544,0.371,42.20,2362,0.50,3.9e-136,0.086,0.43,1.7e-32,0.004,0.47,0.001,1,1,,6339,270.038,-225.219,4.42,0.07,-0.071,-0.35,0.177,-0.186,1.04,0.13,-0.121,1.05,0.095,-0.092,9.25,0.22,-0.141,1010,142.139,-125.955,0.88,0.163,-0.147,1.60,nan,nan,nan,nan,nan,nan
K03305.01,6880517,65.649,0.028,2.40,366,0.51,8.1e-218,1.6e-08,8.6e-05,3.4e-59,1.5e-06,7.3e-07,0.212,0.0023,1,,5906,63.296,-77.69,4.58,0.019,-0.023,-0.60,0.126,-0.176,0.79,0.031,-0.033,0.85,0.035,-0.035,9.29,0.214,-0.179,1063,49.079,-49.136,0.67,0.021,-0.046,0.70,nan,nan,nan,nan,nan,nan
K03306.01,6615511,25.159,0.017,1.26,157,0.99,2.7e-204,6.8e-18,0.00014,9.4e-30,5.9e-08,1.1e-05,0.123,0.00052,1,,5710,55.439,-56.844,4.65,0.016,-0.024,-0.98,0.139,-0.099,0.68,0.026,-0.02,0.75,0.025,-0.02,9.36,0.216,-0.169,938,41.371,-33.358,0.32,0.012,-0.026,0.34,nan,nan,nan,nan,nan,nan
K03307.01,6131130,10.507,0.015,1.11,125,1.44,1.9e-56,2.6e-08,0.01,2.4e-13,0.00012,0.024,0.104,0.034,1,,5265,43.605,-45.653,4.64,0.025,-0.031,-0.53,0.188,-0.197,0.68,0.044,-0.033,0.74,0.054,-0.034,9.35,0.37,-0.242,751,50.893,-40.988,0.34,0.013,-0.027,0.36,nan,nan,nan,nan,nan,nan
K03308.01,3632089,31.779,0.015,1.55,54,0.87,0,6.7e-20,1.7e-05,2.7e-49,2.2e-11,3.4e-06,0.149,0.037,0.96,,5914,67.908,-78.291,4.49,0.041,-0.04,-0.14,0.177,-0.207,0.95,0.062,-0.074,1.00,0.055,-0.073,9.31,0.256,-0.187,648,44.995,-52.511,0.43,0.025,-0.05,0.47,nan,nan,nan,nan,nan,nan
K03308.02,3632089,5.328,0.009,0.93,33,0.96,0,5.5e-47,1.7e-18,3.2e-43,1.1e-11,8.7e-08,0.069,0.029,0.97,,5914,69.333,-79.773,4.49,0.042,-0.043,-0.15,0.183,-0.207,0.95,0.066,-0.074,1.00,0.058,-0.074,9.32,0.258,-0.186,647,47.809,-53.403,0.43,0.025,-0.051,0.47,nan,nan,nan,nan,nan,nan
K03309.01,5563300,71.055,0.063,5.92,301,0.50,0.0069,0.36,0.0016,2.6e-05,0.00044,2.1e-09,0.051,0.37,1,,5512,98.75,-116.637,4.53,0.041,-0.075,-0.07,0.155,-0.164,0.86,0.072,-0.061,0.91,0.048,-0.055,9.55,0.367,-0.362,621,53.207,-47.374,0.58,0.084,-0.105,0.72,nan,nan,nan,nan,nan,nan
K03310.01,12253769,20.551,0.016,1.58,63,3.00,2.3e-43,3e-08,0.0061,2.8e-14,6.8e-05,0.001,0.159,0.0072,1,,5580,53.755,-63.245,4.51,0.026,-0.044,0.05,0.096,-0.095,0.90,0.041,-0.034,0.96,0.027,-0.031,9.46,0.296,-0.292,456,22.106,-18.704,0.20,0.037,-0.057,0.26,5401,108,4.46,0.07,0.12,0.15
K03311.01,12735830,31.828,0.023,1.92,221,1.98,2.1e-05,0.18,0.12,0.00071,0.011,0.043,0.198,0.35,1,,4769,29.739,-32.051,4.59,0.016,-0.038,0.33,0.048,-0.052,0.77,0.024,-0.013,0.83,0.015,-0.022,9.57,0.42,-0.407,385,11.569,-9.043,0.24,0.026,-0.046,0.28,4774,57,3.84,0.77,0.38,0.05
K03312.01,11905409,18.094,0.020,1.44,231,1.08,1.2e-60,5.7e-08,0.0011,6.9e-25,4.2e-05,0.0018,0.141,0.0029,1,,5654,49.822,-51.234,4.66,0.013,-0.02,-1.00,0.104,-0.1,0.66,0.021,-0.015,0.73,0.02,-0.017,9.35,0.205,-0.165,945,35.978,-28.765,0.15,0.01,-0.021,0.16,nan,nan,nan,nan,nan,nan
K03313.01,9571186,34.953,0.256,19.90,285,1.50,0.00016,0.72,0.17,0.0022,0.021,0.056,0.035,0.97,1,,4871,37.391,-40.002,4.61,0.033,-0.028,-0.15,0.178,-0.194,0.71,0.034,-0.05,0.75,0.042,-0.051,9.60,0.341,-0.344,463,23.608,-34.94,0.13,0.015,-0.034,0.15,nan,nan,nan,nan,nan,nan
K03314.01,9838060,23.816,0.094,6.59,4989,0.50,2e-28,0.59,0.21,1.4e-09,0.087,0.0099,0.051,0.9,1,,5457,46.669,-48.972,4.67,0.02,-0.031,-0.93,0.17,-0.119,0.64,0.034,-0.021,0.71,0.028,-0.021,9.37,0.287,-0.23,898,51.155,-35.357,0.35,0.01,-0.023,0.37,nan,nan,nan,nan,nan,nan
K03315.01,8554701,31.175,0.013,1.23,67,0.69,9.7e-39,2.1e-05,0.00012,8e-12,2.7e-05,4.4e-06,0.118,0.00022,1,,6062,72.22,-84.695,4.52,0.037,-0.047,-0.49,0.202,-0.166,0.87,0.077,-0.055,0.92,0.069,-0.047,9.28,0.26,-0.179,588,53.245,-40.549,0.29,0.026,-0.051,0.33,nan,nan,nan,nan,nan,nan
K03316.01,9031209,47.057,0.035,2.85,457,0.50,1.8e-71,6.6e-05,0.00029,4.6e-27,2e-05,2.6e-09,0.197,0.00037,1,,5569,60.14,-74.045,4.60,0.025,-0.037,-0.49,0.191,-0.18,0.75,0.053,-0.037,0.81,0.061,-0.047,9.39,0.325,-0.263,816,61.026,-46.396,0.56,0.029,-0.055,0.60,nan,nan,nan,nan,nan,nan
K03317.01,7130418,15.529,0.020,2.27,166,0.50,3.2e-32,0.0059,0.014,4.7e-10,0.0058,0.019,0.214,0.044,1,,6333,272.516,-224.105,4.43,0.07,-0.072,-0.35,0.178,-0.184,1.04,0.129,-0.122,1.05,0.096,-0.093,9.25,0.219,-0.141,1008,142.184,-126.897,0.87,0.164,-0.146,0.52,nan,nan,nan,nan,nan,nan
K03318.01,8331612,13.835,0.033,3.48,282,1.11,1.5e-67,0.00039,0.0012,1.7e-17,0.00053,0.0001,0.149,0.0023,1,,6666,587.521,-344.457,4.47,0.063,-0.062,-0.78,0.15,-0.146,0.97,0.139,-0.105,1.01,0.132,-0.087,9.12,0.166,-0.09,1401,252.838,-179.298,1.09,0.318,-0.199,2.32,nan,nan,nan,nan,nan,nan
K03318.02,8331612,25.697,0.033,3.45,966,4.50,2.5e-17,0.15,0.054,2.8e-09,0.0034,0.0066,0.144,0.21,1,,6640,578.124,-319.798,4.47,0.059,-0.064,-0.78,0.132,-0.14,0.96,0.141,-0.096,1.00,0.128,-0.079,9.12,0.166,-0.085,1390,253.992,-159.857,1.08,0.313,-0.193,2.32,nan,nan,nan,nan,nan,nan
K03319.01,5965819,19.591,0.016,1.65,71,1.23,0,2.5e-25,0.00016,4.3e-158,4.7e-11,4.6e-06,0.163,0.017,0.98,,5912,54.941,-60.955,4.50,0.026,-0.026,-0.12,0.124,-0.128,0.94,0.044,-0.049,1.01,0.042,-0.044,9.20,0.166,-0.103,997,49.321,-54.088,0.39,0.044,-0.052,0.46,5794,78,4.12,0.18,0.14,0.15
K03319.02,5965819,8.240,0.014,1.44,43,0.81,0,1.9e-50,1.5e-05,2.3e-85,4.5e-12,8.7e-08,0.143,0.0021,1,,5908,53.706,-60.905,4.50,0.028,-0.025,-0.12,0.13,-0.126,0.94,0.044,-0.051,1.01,0.044,-0.045,9.20,0.166,-0.108,995,50.625,-54.995,0.39,0.043,-0.055,0.46,5794,78,4.12,0.18,0.14,0.15
K03319.03,5965819,3.546,0.010,1.03,31,1.80,0,6.6e-50,1.6e-21,8.1e-185,3.7e-15,1.9e-05,0.095,0.031,0.97,,5911,56.977,-60.284,4.50,0.028,-0.025,-0.13,0.127,-0.13,0.94,0.047,-0.05,1.01,0.044,-0.046,9.19,0.169,-0.103,995,53.392,-53.927,0.39,0.042,-0.055,0.46,5794,78,4.12,0.18,0.14,0.15
K03320.01,6690171,85.062,0.222,15.37,814,0.50,1.4e-06,0.58,0.0043,0.00064,0.0004,2.2e-06,0.060,0.58,1,,5047,42.817,-40.19,4.67,0.025,-0.028,-0.62,0.209,-0.188,0.64,0.039,-0.03,0.68,0.044,-0.031,9.37,0.364,-0.25,745,49.15,-40.439,0.27,0.01,-0.023,0.28,nan,nan,nan,nan,nan,nan
K03321.01,6859801,10.882,0.380,28.76,981,4.00,6e-107,1.1e-22,0.85,1.5e-11,0.00077,0.14,0.005,0.98,1,,4944,43.001,-50.621,4.62,0.038,-0.037,-0.28,0.213,-0.21,0.69,0.051,-0.055,0.73,0.056,-0.056,9.59,0.381,-0.364,470,37.728,-39.749,0.25,0.024,-0.048,0.28,nan,nan,nan,nan,nan,nan
K03322.01,7767733,25.198,0.479,40.79,8869,0.50,5e-13,0.89,0.019,1.3e-10,4.2e-07,1.3e-05,0.001,0.91,1,,6140,72.883,-83.547,4.58,0.019,-0.02,-0.90,0.16,-0.136,0.78,0.03,-0.029,0.85,0.032,-0.03,9.23,0.165,-0.143,1208,51.292,-53.344,0.64,0.022,-0.047,0.67,nan,nan,nan,nan,nan,nan
K03323.01,5193659,14.320,0.014,1.38,118,1.17,1.8e-142,1.5e-06,0.01,1.1e-25,0.00052,0.028,0.130,0.039,1,,5737,59.8,-62.735,4.52,0.022,-0.022,-0.07,0.119,-0.12,0.90,0.036,-0.039,0.98,0.036,-0.039,9.21,0.193,-0.121,941,40.922,-42.319,0.34,0.05,-0.059,0.42,5562,83,4.15,0.20,0.16,0.15
K03324.01,4271474,21.864,0.027,2.04,316,2.04,1.5e-53,1.9e-05,0.043,7.2e-17,0.00075,0.016,0.211,0.061,1,,5626,56.078,-56.815,4.64,0.028,-0.027,-0.81,0.21,-0.173,0.69,0.038,-0.034,0.76,0.037,-0.033,9.39,0.227,-0.194,970,55.986,-54.79,0.47,0.015,-0.032,0.49,nan,nan,nan,nan,nan,nan
K03325.01,5130983,86.438,0.316,39.18,1292,1.17,5.5e-17,0.29,0.47,3.6e-10,0.051,0.18,0.001,1,1,,6997,124.883,-170.611,4.38,0.039,-0.048,-0.61,0.149,-0.142,1.14,0.088,-0.071,1.14,0.052,-0.057,9.14,0.131,-0.09,1000,77.59,-70.15,0.79,0.05,-0.091,0.85,nan,nan,nan,nan,nan,nan
K03326.01,11093538,14.778,0.389,44.20,1875,0.50,6.2e-38,0.9,0.039,4.5e-21,0.0014,0.011,0.001,0.95,1,,6337,274.458,-226.559,4.42,0.071,-0.071,-0.35,0.179,-0.186,1.04,0.131,-0.121,1.05,0.096,-0.091,9.25,0.221,-0.143,1008,144.459,-125.434,0.87,0.165,-0.148,0.27,nan,nan,nan,nan,nan,nan
K03327.01,11044779,15.609,0.435,33.20,10003,2.91,4.7e-41,0.72,0.27,2.3e-10,5e-06,0.00097,0.001,0.99,1,,5505,51.55,-53.2,4.63,0.031,-0.025,-0.67,0.177,-0.204,0.70,0.032,-0.041,0.76,0.04,-0.038,9.40,0.294,-0.244,784,42.32,-49.012,0.33,0.015,-0.031,0.35,nan,nan,nan,nan,nan,nan
K03328.01,4634135,63.901,0.374,28.30,2209,0.50,1.8e-27,0.79,0.033,3.7e-07,0.053,0.0031,0.005,0.88,1,,5343,49.845,-55.798,4.63,0.022,-0.03,-0.53,0.17,-0.176,0.69,0.041,-0.031,0.75,0.05,-0.036,9.39,0.355,-0.268,700,43.734,-35.739,0.37,0.018,-0.04,0.40,nan,nan,nan,nan,nan,nan
K03329.01,6955671,12.688,0.019,1.51,122,2.34,5e-127,8.9e-14,0.018,5.5e-40,1.1e-05,0.067,0.146,0.085,1,,6020,63.887,-66.258,4.62,0.014,-0.018,-1.03,0.101,-0.119,0.73,0.021,-0.019,0.80,0.021,-0.019,9.28,0.143,-0.118,1138,40.573,-37.842,0.33,0.013,-0.027,0.34,nan,nan,nan,nan,nan,nan
K03330.01,4736644,16.295,0.013,1.10,94,0.81,1.7e-63,3.2e-11,0.0012,1.9e-15,2.6e-05,0.0014,0.103,0.0026,1,,5013,38.345,-40.081,4.58,0.02,-0.037,0.06,0.097,-0.098,0.78,0.026,-0.019,0.82,0.027,-0.029,9.72,0.291,-0.355,587,20.33,-17.161,0.31,0.029,-0.051,0.35,4915,78,4.51,0.07,0.16,0.15
K03331.01,5876805,18.173,0.260,18.94,6287,0.78,0,0.019,0.0022,1e-97,3.8e-13,4.1e-05,0.039,0.029,0.99,,5630,51.268,-51.811,4.66,0.018,-0.026,-0.95,0.176,-0.099,0.67,0.033,-0.02,0.74,0.031,-0.02,9.37,0.223,-0.185,957,51.067,-35.701,0.33,0.011,-0.024,0.34,nan,nan,nan,nan,nan,nan
K03332.01,5818068,14.127,0.364,30.33,5475,4.00,6.9e-84,0.044,0.82,7.5e-30,1.4e-05,0.13,0.003,1,1,,5851,59.889,-65.575,4.59,0.023,-0.021,-0.67,0.155,-0.196,0.76,0.029,-0.037,0.83,0.033,-0.04,9.32,0.22,-0.174,1050,47.192,-54.848,0.63,0.016,-0.037,0.65,nan,nan,nan,nan,nan,nan
K03333.01,12208887,53.502,0.676,46.81,78047,0.50,0.15,0.16,0.003,0.42,7.5e-13,1.6e-05,0.001,0.73,1,,5293,44.889,-49.555,4.67,0.025,-0.027,-0.83,0.188,-0.158,0.64,0.032,-0.029,0.69,0.032,-0.028,9.36,0.327,-0.232,827,47.432,-40.683,0.29,0.015,-0.031,0.31,nan,nan,nan,nan,nan,nan
K03334.01,11147814,95.178,0.403,45.79,1052,0.50,0.45,0.55,5.9e-05,0.00035,6.7e-05,8.2e-09,0.001,1,1,,6337,268.709,-223.407,4.42,0.072,-0.071,-0.35,0.174,-0.184,1.04,0.129,-0.122,1.05,0.095,-0.092,9.25,0.216,-0.142,1008,142.548,-127.02,0.87,0.163,-0.144,0.30,nan,nan,nan,nan,nan,nan
K03335.01,10922659,31.255,0.019,1.43,153,1.92,0,6.6e-18,0.00018,1.2e-93,4.3e-07,5.9e-05,0.139,0.0026,1,,5817,58.166,-59.294,4.65,0.012,-0.016,-1.03,0.089,-0.112,0.69,0.018,-0.016,0.76,0.018,-0.017,9.31,0.167,-0.135,1076,34.066,-34.166,0.19,0.014,-0.03,0.21,nan,nan,nan,nan,nan,nan
K03336.01,8892720,61.491,0.238,19.96,2874,0.90,3.9e-135,0.64,0.0039,2.5e-55,4.2e-06,3.2e-09,0.033,0.64,1,,5920,62.27,-62.489,4.59,0.025,-0.021,-0.72,0.179,-0.195,0.77,0.031,-0.038,0.84,0.035,-0.039,9.30,0.201,-0.165,967,44.816,-51.821,0.45,0.014,-0.032,0.47,nan,nan,nan,nan,nan,nan
K03337.01,7692093,11.166,0.017,1.28,143,1.29,9.7e-97,2.4e-14,0.0019,2e-25,2.3e-06,0.0012,0.122,0.0035,1,,5505,56.065,-60.331,4.64,0.028,-0.022,-0.72,0.173,-0.178,0.69,0.03,-0.036,0.75,0.033,-0.035,9.36,0.284,-0.212,926,45.238,-54.818,0.41,0.018,-0.039,0.43,nan,nan,nan,nan,nan,nan
K03337.02,nan,nan,0.017,1.28,376,3.90,6e-93,6.5e-10,0.0094,2.4e-31,1.7e-06,0.0046,0.124,0.015,1,,5507,55.348,-61.782,4.64,0.028,-0.021,-0.72,0.167,-0.175,0.69,0.029,-0.036,0.75,0.032,-0.034,9.37,0.261,-0.224,927,45.247,-52.043,0.41,0.018,-0.04,0.43,nan,nan,nan,nan,nan,nan
K03338.01,8263752,10.994,0.318,49.03,65,0.50,7.8e-17,0.9,0.007,1.3e-05,0.065,0.023,0.001,1,1,,7435,322.597,-311.599,4.27,0.071,-0.054,-0.41,0.156,-0.204,1.41,0.133,-0.191,1.34,0.118,-0.149,9.13,0.103,-0.073,922,93.547,-134.69,0.77,0.153,-0.162,2.13,nan,nan,nan,nan,nan,nan
K03338.02,8263752,10.994,0.042,6.46,2065,0.50,1.1e-15,0.35,0.19,2.6e-11,0.032,2.4e-06,0.051,0.57,1,,7441,317.797,-315.804,4.27,0.071,-0.058,-0.41,0.168,-0.215,1.41,0.139,-0.191,1.33,0.122,-0.148,9.13,0.101,-0.077,921,95.266,-137.87,0.77,0.15,-0.161,2.13,nan,nan,nan,nan,nan,nan
K03339.01,7772914,23.133,0.025,2.94,155,1.38,2.2e-14,0.17,0.035,1.6e-07,0.0012,0.00088,0.194,0.21,1,,6260,242.956,-214.455,4.41,0.074,-0.076,-0.22,0.164,-0.196,1.08,0.14,-0.128,1.08,0.093,-0.099,9.28,0.234,-0.152,901,136.339,-113.761,0.80,0.152,-0.141,1.11,nan,nan,nan,nan,nan,nan
K03340.01,3529290,8.954,0.008,0.86,32,1.74,6.5e-197,3.2e-23,0.0084,9.6e-28,4.1e-07,0.0095,0.069,0.018,1,,6407,78.925,-89.465,4.46,0.041,-0.049,-0.51,0.208,-0.163,0.98,0.088,-0.066,1.01,0.071,-0.048,9.20,0.191,-0.126,675,60.777,-47.917,0.34,0.021,-0.044,0.37,nan,nan,nan,nan,nan,nan
K03340.02,3529290,13.728,0.010,1.07,39,1.35,2.7e-225,1.9e-17,0.00023,1.1e-27,2.3e-06,0.00017,0.104,0.00055,1,,6404,79.747,-92.037,4.46,0.042,-0.05,-0.51,0.203,-0.165,0.98,0.088,-0.066,1.01,0.072,-0.049,9.20,0.193,-0.128,676,60.684,-48.998,0.34,0.022,-0.048,0.37,nan,nan,nan,nan,nan,nan
K03341.01,5621333,27.097,0.014,1.42,67,1.68,0,4.6e-27,0.0039,2.2e-71,1.6e-10,0.0011,0.141,0.0073,1,,5905,49.852,-53.539,4.50,0.027,-0.024,-0.16,0.129,-0.135,0.93,0.044,-0.048,1.00,0.042,-0.048,9.18,0.159,-0.103,963,48.736,-52.012,0.26,0.028,-0.043,0.29,5775,78,4.19,0.16,0.14,0.15
K03341.02,5621333,11.547,0.010,1.01,49,4.20,0,3.7e-36,0.0063,2.2e-79,3.7e-09,0.0029,0.095,0.013,1,,5905,52.881,-50.249,4.50,0.026,-0.026,-0.16,0.131,-0.13,0.93,0.046,-0.045,1.00,0.042,-0.046,9.19,0.153,-0.105,962,48.921,-49.94,0.26,0.025,-0.042,0.29,5775,78,4.19,0.16,0.14,0.15
K03342.01,5392897,42.399,0.426,39.21,110108,0.50,9.7e-261,0.63,0.05,4.3e-161,3.3e-21,3.2e-05,0.001,0.68,1,,6418,99.442,-132.983,4.54,0.026,-0.026,-0.94,0.154,-0.131,0.84,0.039,-0.039,0.91,0.033,-0.034,9.13,0.168,-0.094,1246,65.25,-66.027,0.72,0.048,-0.079,0.79,nan,nan,nan,nan,nan,nan
K03343.01,3236705,83.266,0.022,2.18,311,1.53,2.3e-20,0.16,0.0028,2.5e-10,0.001,0.00026,0.218,0.16,1,,5735,56.191,-58.207,4.52,0.022,-0.022,-0.05,0.117,-0.115,0.91,0.036,-0.039,0.99,0.033,-0.037,9.22,0.197,-0.125,903,38.614,-40.526,0.31,0.041,-0.055,0.37,5538,83,4.27,0.17,0.16,0.15
K03344.01,11810124,11.604,0.015,1.37,107,2.91,3.7e-97,7.1e-08,0.0044,3.9e-25,9.4e-05,0.0071,0.129,0.012,1,,5645,46.068,-47.336,4.55,0.027,-0.02,-0.20,0.137,-0.152,0.84,0.035,-0.047,0.92,0.045,-0.047,9.22,0.207,-0.138,943,44.011,-54.853,0.23,0.015,-0.031,0.26,5533,83,4.28,0.17,0.16,0.15
K03344.02,11810124,3.639,0.013,1.19,58,0.87,0,4.4e-13,2.9e-05,3.2e-46,7.1e-07,3.6e-06,0.114,4.8e-05,1,,5646,44.195,-47.11,4.55,0.028,-0.021,-0.20,0.142,-0.149,0.84,0.037,-0.047,0.91,0.046,-0.047,9.22,0.206,-0.134,941,45.4,-53.94,0.23,0.016,-0.03,0.26,5533,83,4.28,0.17,0.16,0.15
K03344.03,11810124,208.550,0.022,2.01,413,5.10,1.9e-176,9.4e-08,0.00067,2.8e-24,7e-05,0.00063,0.205,0.0043,1,,5647,44.339,-48.107,4.55,0.028,-0.02,-0.20,0.142,-0.148,0.84,0.038,-0.046,0.91,0.045,-0.048,9.21,0.196,-0.137,941,45.167,-54.098,0.23,0.016,-0.03,0.26,5533,83,4.28,0.17,0.16,0.15
K03345.01,11303322,38.131,0.013,1.17,81,2.49,3.9e-82,1.5e-07,0.23,2.1e-20,0.00058,0.63,0.108,0.86,1,,6211,66.102,-68.689,4.56,0.023,-0.027,-0.79,0.17,-0.174,0.82,0.04,-0.034,0.89,0.035,-0.035,9.18,0.184,-0.127,824,43.715,-38.304,0.22,0.014,-0.028,0.24,nan,nan,nan,nan,nan,nan
K03346.01,11241912,14.427,0.013,1.49,29,1.41,9e-119,1.1e-07,0.001,3.2e-15,1.5e-05,7.1e-05,0.151,0.0011,1,,6128,71.888,-69.962,4.43,0.031,-0.032,-0.10,0.105,-0.104,1.05,0.054,-0.052,1.08,0.039,-0.044,9.23,0.173,-0.114,600,32.549,-32.715,0.17,0.043,-0.053,0.24,5929,106,4.40,0.08,-0.06,0.15
K03347.01,8824737,12.902,0.017,1.31,123,2.13,2.1e-34,1.7e-06,0.0067,1.3e-09,6.8e-05,0.0034,0.128,0.01,1,,5489,52.911,-62.454,4.62,0.025,-0.029,-0.60,0.148,-0.2,0.71,0.033,-0.037,0.76,0.039,-0.039,9.42,0.336,-0.262,757,39.583,-43.181,0.44,0.022,-0.041,0.47,nan,nan,nan,nan,nan,nan
K03348.01,9349757,36.433,0.018,1.75,176,1.23,6.1e-71,0.00057,0.00078,6.5e-25,0.00047,0.00017,0.176,0.002,1,,5772,59.88,-65.021,4.52,0.023,-0.022,-0.13,0.125,-0.136,0.89,0.041,-0.04,0.97,0.039,-0.045,9.19,0.189,-0.112,1013,49.975,-47.866,0.35,0.05,-0.061,0.44,5566,83,4.33,0.13,0.14,0.15
K03348.02,9349757,17.719,0.012,1.17,111,1.83,5.7e-80,3.6e-08,0.0059,2.5e-23,5.8e-05,0.018,0.110,0.024,1,,5771,57.919,-63.584,4.52,0.023,-0.023,-0.12,0.124,-0.134,0.89,0.042,-0.039,0.97,0.039,-0.044,9.20,0.185,-0.118,1012,50.596,-48.464,0.35,0.051,-0.06,0.44,5566,83,4.33,0.13,0.14,0.15
K03349.01,8636333,82.177,0.022,2.00,172,1.02,6e-217,6e-08,0.00063,6.3e-58,1.5e-05,1.2e-05,0.198,0.0007,1,,6410,76.393,-92.593,4.55,0.021,-0.025,-0.97,0.151,-0.133,0.83,0.038,-0.031,0.90,0.032,-0.028,9.13,0.153,-0.09,1101,54.566,-47.374,0.46,0.022,-0.046,0.49,nan,nan,nan,nan,nan,nan
K03350.01,7136958,29.016,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,UnphysicalMCMC,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
K03351.01,1995732,77.362,0.483,54.93,67339,0.50,5e-12,0.85,0.016,2.5e-18,0.00022,0.00011,0.001,0.87,1,,6334,270.198,-223.122,4.43,0.07,-0.071,-0.35,0.176,-0.184,1.04,0.126,-0.122,1.05,0.096,-0.091,9.25,0.217,-0.144,1008,141.421,-125.928,0.87,0.163,-0.146,0.36,nan,nan,nan,nan,nan,nan
K03352.01,8081239,10.359,0.015,1.12,90,1.62,1.5e-191,4.1e-09,5.2e-05,1.7e-22,1.7e-07,1e-05,0.106,0.0016,1,,5679,52.905,-53.626,4.64,0.022,-0.028,-0.92,0.195,-0.119,0.68,0.035,-0.024,0.75,0.033,-0.024,9.38,0.218,-0.168,845,48.158,-34.903,0.16,0.01,-0.021,0.17,nan,nan,nan,nan,nan,nan
K03353.01,7091432,11.555,0.019,2.16,89,0.84,2.1e-48,4.2e-12,0.00013,3.6e-12,2.9e-07,1.6e-05,0.217,0.00015,1,,6335,272.534,-224.25,4.42,0.071,-0.071,-0.35,0.178,-0.185,1.04,0.13,-0.123,1.05,0.095,-0.092,9.25,0.219,-0.141,1009,144.097,-126.895,0.87,0.165,-0.146,0.25,nan,nan,nan,nan,nan,nan
K03354.01,9845909,11.571,0.013,1.05,113,3.90,1.2e-70,6.8e-12,0.0039,1.3e-14,3.2e-07,0.0016,0.103,0.0055,1,,5558,52.701,-59.9,4.60,0.024,-0.036,-0.51,0.188,-0.181,0.74,0.049,-0.037,0.80,0.061,-0.042,9.40,0.317,-0.254,689,49.887,-38.233,0.36,0.017,-0.035,0.39,nan,nan,nan,nan,nan,nan
K03355.01,9221528,16.295,0.014,1.20,84,2.34,3.7e-124,4.2e-14,0.01,2.4e-30,1.2e-06,0.02,0.117,0.03,1,,6010,64.81,-68.491,4.58,0.025,-0.022,-0.74,0.171,-0.203,0.79,0.031,-0.041,0.85,0.035,-0.04,9.27,0.208,-0.167,873,40.928,-49.064,0.35,0.016,-0.036,0.37,nan,nan,nan,nan,nan,nan
K03356.01,6368230,26.084,0.015,1.21,90,2.07,2.8e-162,1.7e-23,0.0041,3.8e-45,1.2e-08,0.0027,0.114,0.0083,1,,5957,61.293,-64.467,4.61,0.021,-0.024,-0.92,0.19,-0.125,0.74,0.036,-0.027,0.81,0.035,-0.027,9.30,0.179,-0.13,959,52.333,-41.504,0.31,0.014,-0.028,0.33,nan,nan,nan,nan,nan,nan
K03357.01,7115291,52.803,0.771,61.37,534,0.50,2.5e-09,0.35,0.035,6.3e-06,0.00097,0.00012,0.001,0.39,1,,5679,55.023,-55.665,4.61,0.029,-0.024,-0.67,0.177,-0.211,0.73,0.035,-0.039,0.79,0.038,-0.038,9.38,0.242,-0.192,784,41.989,-45.611,0.25,0.011,-0.023,0.27,nan,nan,nan,nan,nan,nan
K03358.01,4263529,10.104,0.045,4.24,108,0.50,0.0011,0.75,0.009,0.0032,0.0097,0.00098,0.098,0.78,1,,5652,61.079,-70.73,4.53,0.039,-0.043,-0.15,0.179,-0.214,0.86,0.056,-0.068,0.92,0.053,-0.073,9.39,0.328,-0.245,527,35.821,-44.566,0.33,0.029,-0.055,0.37,nan,nan,nan,nan,nan,nan
