,pp_host_prob_prov,pp_1hi_starid,pp_1hi_rel_prob,pp_2rel_prob,pp_unk_rel_prob,pp_1hi_ra,pp_1hi_mod_depth,pp_2hi_starid,pp_dv_run_id,pp_host_prob_score,pp_host_prior_prob,pp_2mod_depth,pp_koi_time0bk,pp_2hi_dec,pp_koi_period,pp_1hi_prob_prov,pp_host_rel_prob,pp_bkgd_density,pp_2prob_prov,pp_1hi_dec,pp_koi_depth,pp_2hi_ra,pp_1hi_kepmag,pp_2hi_kepmag,pp_2hi_rel_prob,pp_2hi_prob_prov,pp_2hi_mod_depth,pp_1prob_prov,pp_1rel_prob,pp_1mod_depth
K03068.01,PROB,KIC 3230805,1.0,,0.0002611,290.2603,1081.0,,q1_q17_dr24_tce,0.22,0.81,,133.5942,,3.92,KIC,1.0,1.389e-05,,38.355,148.0,,14.98,,,,,,,
K03068.02,PROB,KIC 3230805,1.0,,0.0005561,290.2603,1169.0,,q1_q17_dr24_tce,0.0,0.81,,137.6809,,6.65,KIC,1.0,1.389e-05,,38.355,149.0,,14.98,,,,,,,
K03069.01,PROB,KIC 4676964,0.61,,0.0002826,297.0392,2167.0,UKIRT 44117918811421,q1_q17_dr24_tce,0.44,0.69,,140.1196,39.7851,43.1,KIC,0.61,2.573e-05,,39.7853,363.0,297.0398,14.91,16.75,0.34,UKIRT,11900.0,,,
K03070.01,PROB,UKIRT 44117915234767,1.0,,7.547e-06,299.4497,191481.0,KIC 6072605,q1_q17_dr24_tce,1.0,0.66,,133.9251,41.3984,5.08,UKIRT,0.0,2.328e-05,,41.3984,138.0,299.4492,18.4,17.8,2e-09,KIC,64313.0,,,
K03071.01,PROB,KIC 5865654,1.0,,5.806e-05,288.2438,1419.0,UKIRT 44117914817757,q1_q17_dr24_tce,0.94,0.87,,146.6675,41.1113,23.96,KIC,1.0,8.654e-06,,41.1101,216.0,288.2423,14.55,20.16,2.4e-17,UKIRT,720958.0,,,
K03072.01,PROB,KIC 3219643,1.0,,6.402e-05,286.7615,4951.0,,q1_q17_dr24_tce,0.56,0.86,,154.3796,,24.34,KIC,1.0,1.208e-05,,38.3435,570.0,,15.58,,,,,,,
K03073.01,PROB,KIC 8546542,1.0,,9.739e-05,285.7485,1647.0,,q1_q17_dr24_tce,0.44,0.91,,138.1813,,7.41,KIC,1.0,6.144e-06,,44.6325,193.0,,14.45,,,,,,,
K03074.01,PROB,KIC 8197560,0.00022,,0.9998,300.9779,18935.0,,q1_q17_dr24_tce,0.51,0.67,,132.5308,,1.02,KIC,0.00022,5.091e-05,,44.0891,1329.0,,16.7,,,,,,,
K03075.01,PROB,KIC 3328080,0.89,,0.0002961,287.2059,553.0,KIC 3328084,q1_q17_dr24_tce,0.33,0.86,,133.5006,38.496,4.77,KIC,0.89,6.228e-06,,38.4981,67.0,287.2081,12.99,17.25,0.0024,KIC,215413.0,,,
K03077.01,PROB,KIC 2715695,1.0,,0.0002711,292.0335,3941.0,KIC 2715696,q1_q17_dr24_tce,0.0,0.78,,131.6177,37.9756,4.1,KIC,1.0,2.433e-05,,37.9746,448.0,292.0336,15.96,19.77,1.5e-07,KIC,317492.0,,,
K03077.02,PROB,KIC 2715695,0.95,,0.0005887,292.0335,5145.0,KIC 2715696,q1_q17_dr24_tce,0.0,0.78,,137.9656,37.9756,7.56,KIC,0.95,2.433e-05,,37.9746,641.0,292.0336,15.96,19.77,0.052,KIC,398707.0,,,
K03078.01,PROB,KIC 8430964,0.93,,0.0003713,291.8863,1005.0,UKIRT 44117910229627,q1_q17_dr24_tce,0.22,0.85,,133.4656,44.48,2.99,KIC,0.93,1.254e-05,,44.479,126.0,291.8871,15.33,18.88,0.069,UKIRT,50898.0,,,
K03081.01,PROB,KIC 3654719,0.0,,1.0,293.7774,3839.0,KIC 3654722,q1_q17_dr24_tce,0.63,0.75,,138.1918,38.7758,25.92,KIC,0.0,2.303e-05,,38.7755,451.0,293.7779,15.41,16.38,0.0,KIC,10894.0,,,
K03082.01,MATCH,,,,0.0002582,,,,q1_q17_dr24_tce,1.0,0.79,,132.3666,,2.05,,0.0,1.582e-05,,,136.0,,,,,,,,,
K03083.01,PROB,KIC 7106173,1.0,,9.311e-05,287.9788,331.0,,q1_q17_dr24_tce,0.67,0.88,,133.2145,,10.18,KIC,1.0,5.239e-06,,42.6794,55.0,,12.86,,,,,,,
K03084.01,MATCH,,,,0.002776,,,,q1_q17_dr24_tce,1.0,0.87,,131.99,,1.54,,0.0,9.357e-06,,,128.0,,,,,,,,,
K03085.01,MATCH,,,,0.0002025,,,,q1_q17_dr24_tce,1.0,0.9,,134.1763,,3.75,,0.0,6.537e-06,,,87.0,,,,,,,,,
K03086.01,PROB,KIC 10749059,1.0,,0.0004248,297.8846,5296.0,,q1_q17_dr24_tce,0.98,0.8,,252.52,,174.74,KIC,1.0,1.925e-05,,48.0014,1257.0,,15.71,,,,,,,
K03087.01,PROB,UKIRT 44117909173588,1.0,,1.154e-06,300.9351,524680.0,KIC 9119553,q1_q17_dr24_tce,1.0,0.7,,133.9402,45.4912,5.55,UKIRT,0.0,1.52e-05,,45.4922,74.0,300.9349,18.37,17.4,0.0,KIC,72438.0,,,
K03088.01,PROB,KIC 9020114,1.0,,0.0001091,291.1644,1084.0,UKIRT 44117909144731,q1_q17_dr24_tce,0.33,0.86,,134.5545,45.3171,3.48,KIC,1.0,9.995e-06,,45.3183,164.0,291.1636,14.95,20.27,9.5e-05,UKIRT,380251.0,,,
K03089.01,PROB,KIC 7668416,1.0,,0.0001418,286.1481,903.0,,q1_q17_dr24_tce,0.1,0.9,,132.1449,,0.86,KIC,1.0,8.332e-06,,43.3692,97.0,,15.25,,,,,,,
K03090.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.81,,,,,,,,,,,,,,,,,,,
K03090.02,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.81,,,,,,,,,,,,,,,,,,,
K03091.01,PROB,KIC 12406807,1.0,,0.0001204,290.8883,1722.0,,q1_q17_dr24_tce,0.05,0.9,,145.5678,,17.07,KIC,1.0,8.569e-06,,51.2482,271.0,,15.37,,,,,,,
K03092.01,FPWG,,,,,,,,q1_q17_dr24_tce,1.0,0.75,,,,,,0.0,,,,,,,,,,,,,
K03093.01,PROB,KIC 5096590,1.0,,5.895e-05,290.9917,768.0,,q1_q17_dr24_tce,0.62,0.82,,137.3367,,29.61,KIC,1.0,9.138e-06,,40.2293,115.0,,13.62,,,,,,,
K03094.01,PROB,KIC 12352520,1.0,,5.693e-05,288.8744,5020.0,,q1_q17_dr24_tce,0.78,0.91,,132.0948,,4.58,KIC,1.0,8.65e-06,,51.1541,733.0,,15.74,,,,,,,
K03095.01,PROB,KIC 9650989,1.0,,0.0001706,292.5734,960.0,,q1_q17_dr24_tce,0.33,0.85,,132.879,,3.42,KIC,1.0,1.094e-05,,46.3668,143.0,,15.07,,,,,,,
K03096.01,PROB,KIC 7455981,1.0,,5.921e-05,294.951,359.0,KIC 7455970,q1_q17_dr24_tce,0.99,0.79,,135.456,43.0112,14.45,KIC,1.0,1.111e-05,,43.0124,76.0,294.949,13.57,17.69,1.8e-17,KIC,53830.0,,,
K03097.01,PROB,KIC 7582689,1.0,,2.739e-05,281.1123,318.0,,q1_q17_dr24_tce,0.67,0.94,,137.4784,,11.92,KIC,1.0,2.648e-06,,43.2278,48.0,,11.97,,,,,,,
K03097.02,PROB,KIC 7582689,1.0,,6.595e-05,281.1123,207.0,,q1_q17_dr24_tce,0.56,0.94,,138.0314,,6.8,KIC,1.0,2.648e-06,,43.2278,32.0,,11.97,,,,,,,
K03097.03,PROB,KIC 7582689,0.97,,0.0002099,281.1123,167.0,,q1_q17_dr24_tce,0.33,0.94,,140.1484,,8.7,KIC,0.97,2.648e-06,,43.2278,30.0,,11.97,,,,,,,
K03098.01,MATCH,,,,0.0005644,,,,q1_q17_dr24_tce,1.0,0.83,,132.0691,,1.33,,0.0,1.692e-05,,,166.0,,,,,,,,,
K03099.01,PROB,UKIRT 44117917650913,1.0,,0.0003477,297.8565,373638.0,UKIRT 44117917650870,q1_q17_dr24_tce,0.78,0.67,,140.5066,40.2175,14.05,UKIRT,6.6e-13,3.616e-05,,40.2168,471.0,297.857,19.55,17.8,8.8e-05,UKIRT,38926.0,,,
K03100.01,PROB,KIC 7107561,0.0,,1.0,288.4931,342.0,KIC 7107566,q1_q17_dr24_tce,0.0,0.87,,131.5675,42.6907,0.81,KIC,0.0,6.13e-06,,42.6925,47.0,288.4956,13.43,18.95,0.0,KIC,759497.0,,,
K03101.01,PROB,KIC 11508644,1.0,,6.229e-05,292.5458,1426.0,,q1_q17_dr24_tce,0.78,0.88,,133.4043,,14.26,KIC,1.0,9.7e-06,,49.417,193.0,,15.19,,,,,,,
K03104.01,PROB,KIC 11518201,1.0,,8.328e-05,296.6894,1261.0,,q1_q17_dr24_tce,0.22,0.83,,132.1744,,1.24,KIC,1.0,1.405e-05,,49.4468,182.0,,15.39,,,,,,,
K03105.01,PROB,KIC 12168993,1.0,,0.000154,296.2806,492.0,KIC 12169002,q1_q17_dr24_tce,0.22,0.85,,132.9266,50.7589,4.21,KIC,1.0,1.207e-05,,50.7557,108.0,296.2849,15.28,18.99,0.00021,KIC,387127.0,,,
K03106.01,PROB,KIC 8895758,1.0,,0.0004097,295.3497,699.0,,q1_q17_dr24_tce,0.5,0.8,,132.4488,,0.97,KIC,1.0,1.697e-05,,45.1146,96.0,,15.41,,,,,,,
K03107.01,MATCH,,,,,,,,q1_q17_dr24_tce,1.0,0.77,,,,,,0.0,,,,,,,,,,,,,
K03108.01,PROB,KIC 3756264,1.0,,6.723e-05,293.8266,3453.0,,q1_q17_dr24_tce,0.78,0.75,,136.8611,,7.36,KIC,1.0,1.945e-05,,38.8566,414.0,,14.94,,,,,,,
K03109.01,PROB,KIC 11572193,1.0,,0.000126,297.6423,866.0,KIC 11572188,q1_q17_dr24_tce,0.99,0.82,,140.5904,49.5931,10.68,KIC,1.0,9.146e-06,,49.595,139.0,297.6398,13.69,17.84,2.5e-06,KIC,230537.0,,,
K03110.01,PROB,KIC 11285870,1.0,,8.172e-05,285.3662,587.0,UKIRT 44117905156699,q1_q17_dr24_tce,0.36,0.93,,135.0151,49.045,4.48,KIC,1.0,6.077e-06,,49.0449,131.0,285.3649,14.88,20.7,0.0042,UKIRT,158165.0,,,
K03111.01,PROB,KIC 8581240,0.9,,0.0003022,298.5769,496.0,UKIRT 44117910324326,q1_q17_dr24_tce,0.67,0.74,,138.5074,44.6211,10.77,KIC,0.9,1.28e-05,,44.6216,71.0,298.5758,12.86,18.54,0.05,UKIRT,103635.0,,,
K03111.02,PROB,KIC 8581240,0.94,,0.0001756,298.5769,291.0,UKIRT 44117910324326,q1_q17_dr24_tce,0.44,0.74,,132.5025,44.6211,4.33,KIC,0.94,1.28e-05,,44.6216,40.0,298.5758,12.86,18.54,0.032,UKIRT,62236.0,,,
K03112.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.88,,,,,,,,,,,,,,,,,,,
K03113.01,PROB,KIC 7676423,1.0,,2.007e-05,289.6975,1740.0,UKIRT 44117912350419,q1_q17_dr24_tce,0.96,0.86,,133.6132,43.373,2.46,KIC,1.0,1.079e-05,,43.3721,284.0,289.6976,15.24,20.4,2.1e-13,UKIRT,369790.0,,,
K03114.01,PROB,KIC 9288237,0.92,,8.283e-05,294.7168,197.0,UKIRT 44117908779908,q1_q17_dr24_tce,0.33,0.82,,135.3154,45.7826,7.49,KIC,0.92,7.303e-06,,45.7813,38.0,294.7173,12.28,18.48,0.085,UKIRT,83263.0,,,
K03115.01,PROB,KIC 11714231,1.0,,4.117e-05,292.6584,1108.0,,q1_q17_dr24_tce,0.88,0.88,,136.3441,,5.87,KIC,1.0,9.811e-06,,49.8652,173.0,,15.27,,,,,,,
K03116.01,PROB,KIC 11720424,1.0,,0.001146,295.5242,5716.0,,q1_q17_dr24_tce,0.38,0.85,,150.5334,,23.91,KIC,1.0,1.246e-05,,49.8295,283.0,,15.38,,,,,,,
K03117.01,PROB,KIC 6523351,0.94,,0.0002475,292.1218,421.0,UKIRT 44117913880388,q1_q17_dr24_tce,0.56,0.82,,136.1436,41.9285,6.07,KIC,0.94,8.411e-06,,41.927,68.0,292.1213,13.16,18.98,0.041,UKIRT,132967.0,,,
K03119.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.72,,,,,,,,,,,,,,,,,,,
K03120.01,PROB,KIC 11499192,1.0,,5.844e-05,287.3633,843.0,,q1_q17_dr24_tce,0.5,0.92,,133.5435,,4.14,KIC,1.0,6.454e-06,,49.4569,146.0,,14.83,,,,,,,
K03121.01,PROB,KIC 10934313,9.9e-10,,1.0,297.5306,1157.0,,q1_q17_dr24_tce,0.5,0.81,,131.6337,,1.93,KIC,9.9e-10,1.335e-05,,48.3875,144.0,,14.81,,,,,,,
K03122.01,PROB,KIC 12416661,1.0,,0.0001436,295.5384,248.0,KIC 12416669,q1_q17_dr24_tce,0.56,0.86,,134.9621,51.2027,8.05,KIC,1.0,5.272e-06,,51.203,38.0,295.5419,12.09,19.74,1.5e-06,KIC,795749.0,,,
K03123.01,PROB,KIC 8197793,1.0,,0.0005612,301.0481,1556.0,,q1_q17_dr24_tce,0.22,0.67,,143.7315,,15.23,KIC,1.0,2.88e-05,,44.0377,260.0,,15.03,,,,,,,
K03124.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.7,,133.7191,,4.88,,0.0,1.969e-05,,,91.0,,,,,,,,,
K03125.01,PROB,KIC 8751796,1.0,,0.0001324,291.1733,325.0,KIC 8751790,q1_q17_dr24_tce,0.78,0.86,,133.0979,44.9213,4.45,KIC,1.0,6.175e-06,,44.9211,43.0,291.1702,12.94,18.93,0.00024,KIC,263550.0,,,
K03126.01,MATCH,,,,7.819e-05,,,,q1_q17_dr24_tce,1.0,0.91,,132.5795,,2.21,,0.0,6.049e-06,,,68.0,,,,,,,,,
K03127.01,PROB,KIC 9907129,1.0,,8.705e-05,297.7116,680.0,,q1_q17_dr24_tce,0.89,0.79,,140.3492,,9.71,KIC,1.0,1.587e-05,,46.768,143.0,,14.93,,,,,,,
K03128.01,PROB,KIC 7609674,0.66,,0.0003204,292.4798,600.0,UKIRT 44117912659882,q1_q17_dr24_tce,0.33,0.83,,149.8779,43.226,21.24,KIC,0.66,8.308e-06,,43.227,100.0,292.4796,13.37,20.29,0.33,UKIRT,424110.0,,,
K03129.01,PROB,UKIRT 44117913361053,1.0,,2.155e-05,296.0435,9579.0,KIC 6964159,q1_q17_dr24_tce,0.78,0.76,,139.3521,42.4547,25.5,UKIRT,2.8e-19,1.756e-05,,42.4538,163.0,296.044,16.43,14.75,2.8e-19,KIC,1233.0,,,
K03130.01,PROB,KIC 10252275,0.99,,7.741e-05,280.7085,1178.0,KIC 10252268,q1_q17_dr24_tce,0.56,0.95,,142.9541,47.3269,14.86,KIC,0.99,3.834e-06,,47.3281,215.0,280.7071,13.75,16.49,0.011,KIC,31024.0,,,
K03130.02,PROB,KIC 10252275,1.0,,5.391e-05,280.7085,1058.0,KIC 10252268,q1_q17_dr24_tce,0.33,0.95,,136.9889,47.3269,5.65,KIC,1.0,3.834e-06,,47.3281,128.0,280.7071,13.75,16.49,1.8e-06,KIC,28846.0,,,
K03131.01,PROB,KIC 11455181,1.0,,7.076e-05,291.8649,1228.0,,q1_q17_dr24_tce,0.5,0.88,,141.5013,,10.93,KIC,1.0,1.055e-05,,49.3259,204.0,,15.59,,,,,,,
K03132.01,MATCH,,,,5.296e-05,,,,q1_q17_dr24_tce,1.0,0.79,,131.7442,,0.54,,0.0,9.671e-06,,,10.0,,,,,,,,,
K03134.01,PROB,UKIRT 44117915901380,0.92,,0.0002739,289.2507,699574.0,KIC 6115516,q1_q17_dr24_tce,0.77,0.86,,131.5902,41.4849,0.87,UKIRT,0.077,1.142e-05,,41.4858,124.0,289.2501,21.58,15.23,0.077,KIC,965.0,,,
K03135.01,MATCH,,,,0.0005892,,,,q1_q17_dr24_tce,1.0,0.82,,132.0892,,1.33,,0.0,1.729e-05,,,167.0,,,,,,,,,
K03136.01,PROB,KIC 6945786,1.0,,6.409e-05,290.8893,1471.0,,q1_q17_dr24_tce,0.12,0.84,,133.0794,,2.39,KIC,1.0,1.477e-05,,42.4597,200.0,,15.74,,,,,,,
K03137.01,PROB,KIC 9758032,1.0,,7.056e-05,285.2094,886.0,,q1_q17_dr24_tce,0.05,0.92,,131.5826,,1.33,KIC,1.0,8.141e-06,,46.5409,128.0,,15.68,,,,,,,
K03138.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.81,,,,,,,,,,,,,,,,,,,
K03140.01,PROB,KIC 5978170,0.76,,0.0008704,296.6172,1421.0,UKIRT 44117915013069,q1_q17_dr24_tce,0.01,0.73,,131.6815,41.2814,5.69,KIC,0.76,2.756e-05,,41.2812,220.0,296.6147,15.56,18.85,0.24,UKIRT,749197.0,,,
K03141.01,PROB,KIC 5440317,1.0,,0.000223,289.2898,859.0,KIC 5440311,q1_q17_dr24_tce,0.67,0.85,,131.9346,40.6821,2.32,KIC,1.0,1.065e-05,,40.6817,109.0,289.2884,14.87,16.65,0.00062,KIC,9571.0,,,
K03142.01,PROB,KIC 3752110,0.95,,0.0008007,292.8072,2205.0,KIC 3752101,q1_q17_dr24_tce,0.12,0.77,,136.8666,38.884,27.94,KIC,0.95,1.929e-05,,38.8842,325.0,292.8059,15.24,18.57,0.052,KIC,109196.0,,,
K03144.01,PROB,KIC 5688790,1.0,,4.1e-05,285.7398,9237.0,,q1_q17_dr24_tce,1.0,0.89,,136.3394,,8.07,KIC,1.0,1.156e-05,,40.98,1024.0,,16.11,,,,,,,
K03145.01,PROB,KIC 1717722,1.0,,0.0009802,290.618,5103.0,,q1_q17_dr24_tce,0.0,0.79,,132.1807,,4.54,KIC,1.0,1.981e-05,,37.2891,467.0,,15.69,,,,,,,
K03145.02,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.79,,,,,,,,,,,,,,,,,,,
K03146.01,PROB,KIC 10908248,1.0,,6.807e-05,285.3469,494.0,,q1_q17_dr24_tce,0.42,0.93,,154.8214,,39.86,KIC,1.0,4.967e-06,,48.3122,146.0,,14.13,,,,,,,
K03147.01,PROB,KIC 7534267,1.0,,0.000189,293.7191,989.0,KIC 7534264,q1_q17_dr24_tce,0.43,0.81,,169.139,43.1234,39.44,KIC,1.0,1.152e-05,,43.1246,187.0,293.7186,14.27,16.25,0.0012,KIC,25121.0,,,
K03148.01,PROB,KIC 10611420,0.99,,0.006336,296.1173,1433.0,,q1_q17_dr24_tce,0.64,0.82,,135.1015,,11.51,KIC,0.99,1.392e-05,,47.8798,270.0,,15.19,,,,,,,
K03152.01,PROB,KIC 6504534,1.0,,3.817e-07,285.1671,275212.0,,q1_q17_dr24_tce,1.0,0.9,,143.7175,,28.16,KIC,1.0,6.068e-06,,41.9671,37770.0,,14.22,,,,,,,
K03153.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.71,,,,,,,,,,,,,,,,,,,
K03155.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.65,,,,,,,,,,,,,,,,,,,
K03156.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K03156.02,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K03156.03,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K03156.04,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.83,,,,,,,,,,,,,,,,,,,
K03158.02,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K03158.03,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K03158.04,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K03158.05,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K03159.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.74,,,,,,,,,,,,,,,,,,,
K03161.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.86,,,,,,,,,,,,,,,,,,,
K03162.01,MATCH,,,,,,,,q1_q17_dr24_tce,1.0,0.94,,,,,,0.0,,,,,,,,,,,,,
K03163.01,PROB,KIC 7116117,0.58,,0.0001721,291.2699,81.0,UKIRT 44117912698545,q1_q17_dr24_tce,0.01,0.84,,132.3478,42.6928,1.13,KIC,0.58,4.358e-06,,42.692,6.0,291.2697,10.24,16.09,0.3,UKIRT,18084.0,,,
K03165.01,PROB,KIC 9579208,0.78,,0.0001199,287.6376,161.0,,q1_q17_dr24_tce,0.56,0.9,,132.7994,,4.12,KIC,0.78,2.599e-06,,46.2044,32.0,,10.34,,,,,,,
K03167.01,PROB,KIC 12255382,1.3e-09,,1.0,289.7467,185.0,UKIRT 44117904361318,q1_q17_dr24_tce,0.99,0.91,,131.6306,50.9933,1.0,KIC,1.3e-09,2.5e-06,,50.9937,31.0,289.7462,10.44,13.16,3.7e-21,UKIRT,2295.0,,,
K03168.01,PROB,KIC 4450844,0.17,,0.0001231,287.3149,184.0,,q1_q17_dr24_tce,0.0,0.87,,163.3759,,56.35,KIC,0.17,3.762e-06,,39.5382,43.0,,10.46,,,,,,,
K03172.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.82,,,,,,,,,,,,,,,,,,,
K03174.01,MATCH,,,,0.0002779,,,,q1_q17_dr24_tce,1.0,0.84,,131.8323,,0.57,,0.0,4.823e-06,,,0.0,,,,,,,,,
K03175.01,PROB,KIC 4909707,1.0,,3.689e-05,287.2069,261288.0,,q1_q17_dr24_tce,0.88,0.87,,132.4149,,2.3,KIC,1.0,3.84e-06,,40.003,283.0,,10.69,,,,,,,
K03179.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.66,,,,,,,,,,,,,,,,,,,
K03184.01,PROB,KIC 4735826,0.98,,0.000244,288.3953,114.0,UKIRT 44117918301827,q1_q17_dr24_tce,0.44,0.85,,134.5059,39.8706,7.55,KIC,0.98,4.819e-06,,39.8726,21.0,288.3945,11.16,20.38,0.012,UKIRT,814895.0,,,
K03184.03,PROB,KIC 4735826,1.0,,7.6e-05,288.3953,103.0,UKIRT 44117918301827,q1_q17_dr24_tce,0.22,0.85,,134.8468,39.8706,4.02,KIC,1.0,4.819e-06,,39.8726,17.0,288.3945,11.16,20.38,1.5e-06,UKIRT,664202.0,,,
K03185.01,PROB,KIC 3240406,1.0,,0.0002564,292.7763,50.0,UKIRT 44117919996696,q1_q17_dr24_tce,0.33,0.77,,132.3689,38.3961,0.93,KIC,1.0,9.178e-06,,38.394,4.0,292.7785,11.22,19.73,4.5e-06,UKIRT,736036.0,,,
K03187.01,PROB,KIC 4663658,0.99,,0.0002391,294.2078,97.0,UKIRT 44117917806582,q1_q17_dr24_tce,0.78,0.76,,131.6905,39.7893,0.71,KIC,0.99,9.91e-06,,39.7893,6.0,294.2092,11.32,18.76,0.0067,UKIRT,95399.0,,,
K03188.01,PROB,KIC 7457278,1.0,,0.0001692,295.3039,154.0,KIC 7457285,q1_q17_dr24_tce,0.56,0.78,,136.7188,43.0582,12.61,KIC,1.0,8.578e-06,,43.0597,32.0,295.305,11.36,16.62,3.3e-06,KIC,32233.0,,,
K03190.01,PROB,UKIRT 44117915075648,0.54,,0.0003298,298.2681,41735.0,KIC 5985713,q1_q17_dr24_tce,0.56,0.68,,134.3384,41.2517,8.95,UKIRT,0.36,1.478e-05,,41.251,43.0,298.2682,16.64,11.46,0.36,KIC,340.0,,,
K03193.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.89,,,,,,,,,,,,,,,,,,,
K03194.01,PROB,KIC 12004971,1.0,,7.11e-05,286.6286,568.0,,q1_q17_dr24_tce,0.97,0.93,,131.663,,10.81,KIC,1.0,2.631e-06,,50.4713,87.0,,11.49,,,,,,,
K03196.01,PROB,KIC 9002538,0.98,,8.094e-05,283.3505,139.0,UKIRT 44117908999281,q1_q17_dr24_tce,0.22,0.93,,135.3291,45.3373,4.96,KIC,0.98,2.582e-06,,45.3391,22.0,283.3526,11.53,18.78,5.2e-09,UKIRT,476281.0,,,
K03196.02,PROB,KIC 9002538,1.0,,7.252e-05,283.3505,241.0,UKIRT 44117908999281,q1_q17_dr24_tce,0.56,0.93,,134.1537,45.3373,6.88,KIC,1.0,2.582e-06,,45.3391,31.0,283.3526,11.53,18.78,1.7e-06,UKIRT,836936.0,,,
K03197.01,PROB,KIC 8443527,1.0,,0.0001625,296.2905,298.0,,q1_q17_dr24_tce,0.67,0.78,,152.9151,,22.6,KIC,1.0,8.738e-06,,44.4233,76.0,,11.53,,,,,,,
K03199.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.62,,,,,,,,,,,,,,,,,,,
K03202.01,PROB,KIC 4262040,0.71,,0.2829,291.5072,210.0,KIC 4262025,q1_q17_dr24_tce,0.0,0.8,,211.2691,39.3237,92.46,KIC,0.71,7.825e-06,,39.3237,120.0,291.5041,11.78,18.02,0.0049,KIC,237601.0,,,
K03203.01,PROB,KIC 3122872,0.73,,0.000151,292.8922,501.0,UKIRT 44117920086800,q1_q17_dr24_tce,0.58,0.76,,136.5435,38.2694,96.82,KIC,0.73,1.012e-05,,38.2705,192.0,292.8923,11.82,19.78,0.05,UKIRT,765144.0,,,
K03205.01,MATCH,,,,0.0002391,,,,q1_q17_dr24_tce,1.0,0.83,,132.0617,,1.33,,0.0,6.685e-06,,,15.0,,,,,,,,,
K03206.01,FAILED,,,,,,,,q1_q17_dr24_tce,0.0,0.85,,,,,,,,,,,,,,,,,,,
K03207.01,PROB,KIC 9518710,1.0,,7.194e-06,288.2386,507.0,,q1_q17_dr24_tce,1.0,0.9,,132.3983,,0.95,KIC,1.0,3.783e-06,,46.1181,17.0,,11.87,,,,,,,
K03208.01,PROB,KIC 10155029,1.0,,0.0002263,296.6798,504.0,KIC 10155026,q1_q17_dr24_tce,0.89,0.81,,133.1361,47.1736,2.13,KIC,1.0,7.592e-06,,47.1733,50.0,296.6782,11.89,13.52,0.0002,KIC,3970.0,,,
K03209.01,PROB,KIC 7017274,1.0,,1.13e-05,285.9232,684.0,,q1_q17_dr24_tce,0.95,0.9,,143.1538,,11.91,KIC,1.0,3.745e-06,,42.5498,119.0,,11.91,,,,,,,
K03211.01,MATCH,,,,1.0,,,,q1_q17_dr24_tce,1.0,0.78,,132.2053,,1.37,,0.0,9.285e-06,,,55.0,,,,,,,,,
K03212.01,PROB,KIC 4927734,1.0,,0.0001421,292.917,90.0,UKIRT 44117916988630,q1_q17_dr24_tce,0.03,0.79,,132.9608,40.0909,1.5,KIC,1.0,8.899e-06,,40.0924,10.0,292.9181,11.96,20.24,1.2e-05,UKIRT,237990.0,,,
K03213.01,PROB,KIC 5398002,0.93,,0.0001144,300.015,360.0,KIC 5397999,q1_q17_dr24_tce,1.0,0.62,,133.9725,40.5283,14.16,KIC,0.93,2.081e-05,,40.527,75.0,300.0144,11.98,16.31,1.2e-07,KIC,22952.0,,,
K03214.01,PROB,KIC 7983117,0.97,,0.0003935,298.6738,333.0,UKIRT 44117910928384,q1_q17_dr24_tce,0.44,0.72,,141.2767,43.7944,11.49,KIC,0.97,1.281e-05,,43.7955,54.0,298.6746,12.01,17.66,0.026,UKIRT,90659.0,,,
