koi mass mass_lo mass_hi radius radius_lo radius_hi Teff Teff_lo Teff_hi logg logg_lo logg_hi feh feh_lo feh_hi age age_lo age_hi distance distance_lo distance_hi AV AV_lo AV_hi maxAV Teff_prior_mu Teff_prior_sig logg_prior_mu logg_prior_sig feh_prior_mu feh_prior_sig
K03626.01 0.945 0.897 0.985 0.925 0.859 1.074 5579.172 5496.167 5642.556 4.486 4.353 4.542 0.037 -0.137 0.181 9.702 9.249 10.007 1751.856 1619.740 2038.585 0.201 0.124 0.237 0.25 nan nan nan nan nan nan
K03627.01 1.019 0.954 1.101 1.033 0.926 1.243 5870.173 5732.715 6040.348 4.421 4.274 4.497 -0.015 -0.190 0.120 9.590 9.255 9.824 1266.073 1128.501 1533.676 0.158 0.052 0.293 0.384 nan nan nan nan nan nan
K03629.01 0.882 0.806 0.941 0.855 0.773 0.953 5569.731 5494.020 5684.777 4.530 4.430 4.584 -0.209 -0.427 -0.018 9.627 9.221 9.983 1349.399 1212.432 1512.903 0.081 0.023 0.181 0.277 nan nan nan nan nan nan
K03630.01 0.654 0.625 0.683 0.622 0.592 0.649 4901.060 4857.946 4951.285 4.671 4.637 4.697 -0.613 -0.809 -0.474 9.643 9.228 10.013 1252.798 1182.515 1313.264 0.047 0.013 0.100 0.151 nan nan nan nan nan nan
K03634.01 1.560 1.478 1.608 1.618 1.482 1.714 8543.337 8390.266 8752.247 4.215 4.174 4.272 -0.529 -0.660 -0.440 9.042 9.014 9.092 2756.070 2527.436 2920.678 0.051 0.015 0.120 0.265 nan nan nan nan nan nan
K03635.01 0.578 0.527 0.694 0.558 0.511 0.646 4049.008 3973.408 4191.287 4.707 4.658 4.745 -0.206 -0.382 0.209 9.508 9.171 9.935 324.892 286.838 397.093 0.050 0.012 0.162 0.449 nan nan nan nan nan nan
K03639.01 0.752 0.684 2.026 0.715 0.651 141.044 4831.878 3802.642 4971.804 4.609 0.456 4.651 -0.282 -0.623 -0.046 9.495 9.232 9.982 229.538 207.177 2574.384 0.338 0.144 0.485 0.551 nan nan nan nan nan nan
K03640.01 1.139 0.946 2.227 1.335 0.943 111.242 5687.568 3765.498 6154.658 4.227 0.693 4.476 -0.237 -0.429 -0.006 9.230 9.108 9.729 424.023 296.528 2873.161 0.834 0.654 0.983 1.107 nan nan nan nan nan nan
K03642.01 0.792 0.742 0.834 0.759 0.706 0.798 5038.819 4954.598 5163.073 4.585 4.537 4.619 -0.096 -0.298 0.043 9.734 9.324 10.047 1261.500 1167.665 1336.414 0.146 0.044 0.292 0.405 nan nan nan nan nan nan
K03643.01 0.971 0.918 1.015 0.958 0.882 1.194 5648.772 5529.331 5730.302 4.462 4.279 4.528 0.055 -0.085 0.179 9.712 9.272 9.983 1824.510 1669.616 2273.144 0.395 0.288 0.451 0.473 nan nan nan nan nan nan
K03644.01 1.352 1.239 1.458 1.506 1.330 1.654 7298.510 7204.071 7420.459 4.222 4.152 4.292 -0.352 -0.573 -0.152 9.190 9.101 9.317 2604.233 2296.389 2861.452 0.029 0.007 0.078 0.294 nan nan nan nan nan nan
K03646.01 0.830 0.776 0.879 0.796 0.731 0.857 5284.943 5213.256 5403.498 4.566 4.497 4.610 -0.156 -0.356 0.003 9.651 9.213 10.028 1184.661 1081.220 1281.209 0.095 0.027 0.212 0.339 nan nan nan nan nan nan
K03647.01 0.815 0.754 0.864 0.781 0.710 0.839 5249.285 5175.999 5364.625 4.575 4.507 4.622 -0.176 -0.422 -0.026 9.660 9.194 10.040 1481.726 1338.429 1597.203 0.095 0.027 0.214 0.4 nan nan nan nan nan nan
K03648.01 1.140 1.106 1.163 1.099 1.069 1.115 6033.459 5898.551 6124.323 4.415 4.403 4.430 0.183 -0.015 0.324 9.165 9.059 9.323 2948.945 2860.278 2987.352 0.277 0.178 0.337 0.366 nan nan nan nan nan nan
K03649.01 1.019 0.937 1.140 1.036 0.904 1.284 5844.097 5620.922 6143.022 4.418 4.269 4.511 0.007 -0.180 0.152 9.534 9.219 9.830 1333.285 1152.078 1670.193 0.308 0.122 0.535 1.252 nan nan nan nan nan nan
K03650.01 0.782 0.720 0.843 0.742 0.681 0.806 5039.553 4795.147 5274.936 4.596 4.541 4.636 -0.137 -0.328 0.042 9.621 9.212 10.021 672.223 606.771 739.144 0.909 0.581 1.175 2.191 nan nan nan nan nan nan
K03652.01 0.994 0.915 1.108 1.000 0.883 1.206 5782.356 5539.965 6063.929 4.439 4.303 4.521 0.009 -0.173 0.152 9.571 9.246 9.869 1298.321 1131.529 1575.003 0.741 0.525 0.956 1.118 nan nan nan nan nan nan
K03653.01 0.946 0.863 1.025 0.935 0.837 1.084 5783.134 5568.171 5946.870 4.477 4.351 4.544 -0.140 -0.340 0.028 9.617 9.235 9.902 1328.960 1172.220 1542.652 1.003 0.816 1.128 1.187 nan nan nan nan nan nan
K03654.01 0.862 0.815 0.905 0.825 0.770 0.903 5418.661 5346.816 5541.639 4.550 4.465 4.591 -0.152 -0.315 -0.020 9.613 9.201 9.993 1761.978 1634.383 1931.196 0.080 0.021 0.195 0.48 nan nan nan nan nan nan
K03656.01 0.570 0.544 0.602 0.555 0.529 0.585 4341.915 4265.053 4455.370 4.707 4.682 4.732 -0.596 -0.747 -0.462 9.623 9.218 10.016 882.440 823.551 953.115 0.114 0.033 0.262 1.076 nan nan nan nan nan nan
K03658.01 0.716 0.600 0.756 0.664 0.579 0.694 4322.632 4145.763 4479.334 4.649 4.633 4.692 0.169 -0.219 0.300 9.288 9.112 9.752 435.646 364.439 462.125 0.213 0.040 0.468 0.554 nan nan nan nan nan nan
K03659.01 0.930 0.872 0.975 0.917 0.839 1.087 5600.326 5481.451 5680.640 4.488 4.331 4.548 -0.027 -0.210 0.114 9.731 9.279 10.027 1923.311 1742.124 2277.904 0.541 0.433 0.598 0.621 nan nan nan nan nan nan
K03661.01 0.977 0.891 1.091 0.979 0.856 1.205 5787.044 5544.017 6092.130 4.449 4.300 4.536 -0.067 -0.269 0.089 9.581 9.235 9.874 1097.499 947.268 1371.936 0.389 0.180 0.616 0.839 nan nan nan nan nan nan
K03662.01 0.755 0.712 0.814 0.706 0.674 0.778 5275.049 5221.287 5342.433 4.619 4.560 4.648 -0.459 -0.594 -0.220 9.514 9.094 10.004 1939.652 1836.399 2152.778 0.034 0.009 0.090 0.275 nan nan nan nan nan nan
K03663.01 1.003 0.967 1.035 0.937 0.906 0.969 5778.905 5717.491 5852.423 4.497 4.474 4.516 -0.026 -0.127 0.071 9.308 9.137 9.508 345.299 332.279 358.139 0.061 0.020 0.121 0.3 5725 110.0 4.506 0.029 0.0 0.14
K03667.01 1.123 1.033 1.255 1.184 1.024 1.569 6102.102 5926.275 6219.636 4.339 4.136 4.440 0.026 -0.133 0.160 9.504 9.238 9.670 649.634 557.393 864.963 0.225 0.097 0.300 0.332 nan nan nan nan nan nan
K03668.01 1.199 1.043 1.437 1.332 1.045 1.893 6229.511 5901.262 6565.442 4.264 4.033 4.425 0.037 -0.120 0.174 9.406 9.196 9.630 600.020 459.862 855.270 0.736 0.500 0.959 2.157 nan nan nan nan nan nan
K03669.01 1.020 0.964 1.084 1.021 0.928 1.345 5746.185 5620.392 5830.247 4.429 4.202 4.502 0.105 -0.034 0.257 9.661 9.250 9.898 1243.790 1125.015 1640.156 0.327 0.216 0.383 0.403 nan nan nan nan nan nan
K03670.01 0.752 0.706 0.789 0.712 0.672 0.745 4763.637 4654.608 4873.572 4.614 4.581 4.639 -0.064 -0.225 0.095 9.622 9.247 10.015 172.289 161.530 181.783 0.244 0.087 0.396 0.484 nan nan nan nan nan nan
K03671.01 0.756 0.698 0.811 0.725 0.658 0.785 5101.216 5056.026 5152.739 4.602 4.548 4.652 -0.285 -0.515 -0.076 9.710 9.263 10.048 1488.438 1341.131 1619.565 0.037 0.010 0.088 0.145 nan nan nan nan nan nan
K03672.01 0.671 0.636 0.721 0.643 0.612 0.688 4658.021 4561.646 4720.274 4.648 4.617 4.674 -0.297 -0.440 -0.124 9.682 9.270 10.036 1353.399 1279.705 1460.100 0.283 0.145 0.358 0.388 nan nan nan nan nan nan
K03674.01 0.970 0.897 1.046 0.961 0.864 1.130 5766.425 5578.077 5956.077 4.462 4.338 4.534 -0.065 -0.260 0.089 9.611 9.237 9.882 1300.199 1157.970 1538.412 0.281 0.122 0.426 0.511 nan nan nan nan nan nan
K03675.01 0.818 0.763 0.865 0.779 0.724 0.829 5156.544 5066.189 5213.288 4.577 4.518 4.612 -0.084 -0.284 0.112 9.657 9.263 10.033 1248.077 1153.674 1333.971 0.317 0.215 0.366 0.382 nan nan nan nan nan nan
K03677.01 0.988 0.929 1.047 0.974 0.895 1.102 5796.549 5681.733 5942.728 4.459 4.353 4.517 -0.048 -0.231 0.090 9.563 9.225 9.846 1860.571 1698.605 2113.651 0.133 0.039 0.250 0.315 nan nan nan nan nan nan
K03678.01 0.990 0.936 1.059 0.977 0.890 1.195 5620.432 5498.006 5786.649 4.460 4.288 4.524 0.131 -0.014 0.286 9.624 9.216 9.933 386.697 350.102 473.747 0.163 0.055 0.306 0.404 nan nan nan nan nan nan
K03680.01 1.017 0.980 1.052 1.019 0.955 1.112 5802.125 5736.409 5882.333 4.430 4.352 4.484 0.034 -0.062 0.126 9.634 9.297 9.826 908.422 848.143 990.442 0.067 0.022 0.137 0.397 5705 110.0 4.397 0.087 0.0 0.14
K03681.01 1.214 1.176 1.253 1.217 1.169 1.278 6256.749 6172.674 6336.661 4.352 4.319 4.379 0.142 0.062 0.225 9.191 9.084 9.337 378.673 361.295 399.225 0.242 0.171 0.312 0.515 6257 98.0 4.377 0.045 0.18 0.1
K03681.02 1.213 1.175 1.253 1.220 1.166 1.281 6255.234 6168.373 6337.861 4.350 4.317 4.379 0.142 0.058 0.223 9.198 9.091 9.348 379.411 360.766 399.623 0.241 0.167 0.312 0.515 6257 98.0 4.377 0.045 0.18 0.1
K03683.01 1.305 1.251 1.361 1.407 1.321 1.516 6510.150 6426.399 6603.259 4.258 4.205 4.300 0.073 -0.036 0.180 9.259 9.140 9.369 501.890 469.708 541.837 0.072 0.023 0.142 0.258 6465 132.0 4.274 0.072 0.14 0.16
K03684.01 1.568 1.179 2.319 2.365 1.241 111.611 6153.316 3747.348 6366.331 3.882 0.709 4.326 -0.162 -0.366 0.097 9.145 9.049 9.467 888.277 466.815 2927.145 0.088 0.035 0.129 0.146 nan nan nan nan nan nan
K03685.01 1.048 0.973 1.126 1.074 0.952 1.399 5899.075 5750.143 5990.139 4.395 4.187 4.485 0.038 -0.138 0.186 9.616 9.266 9.821 873.906 769.224 1138.053 0.332 0.216 0.390 0.414 nan nan nan nan nan nan
K03685.02 1.047 0.977 1.120 1.071 0.956 1.338 5903.020 5762.595 5989.570 4.397 4.224 4.482 0.041 -0.130 0.179 9.627 9.264 9.815 871.261 771.623 1086.526 0.334 0.224 0.393 0.414 nan nan nan nan nan nan
K03686.01 0.816 0.736 0.893 0.780 0.701 0.876 5403.505 5304.713 5466.711 4.569 4.489 4.625 -0.279 -0.565 -0.010 9.674 9.234 10.027 1865.305 1657.928 2102.981 0.393 0.302 0.437 0.453 nan nan nan nan nan nan
K03687.01 0.945 0.893 0.990 0.927 0.856 1.128 5598.076 5484.192 5675.740 4.481 4.310 4.542 0.021 -0.145 0.146 9.730 9.267 10.014 1616.265 1484.974 1966.866 0.472 0.364 0.525 0.547 nan nan nan nan nan nan
K03688.01 0.972 0.899 1.053 0.961 0.866 1.116 5786.125 5614.446 5973.700 4.463 4.345 4.532 -0.079 -0.285 0.077 9.587 9.217 9.864 1454.937 1299.594 1703.569 0.240 0.093 0.386 0.49 nan nan nan nan nan nan
K03689.01 1.090 1.016 1.167 1.129 1.005 1.384 6047.898 5956.733 6133.515 4.368 4.216 4.453 -0.004 -0.188 0.131 9.546 9.250 9.703 857.447 759.683 1050.689 0.097 0.033 0.143 0.161 nan nan nan nan nan nan
K03690.01 1.246 1.172 1.350 1.359 1.207 1.707 6288.100 6183.947 6372.250 4.265 4.102 4.352 0.100 -0.033 0.248 9.417 9.206 9.515 2023.212 1786.257 2521.925 0.372 0.308 0.404 0.415 nan nan nan nan nan nan
K03692.01 1.305 1.153 1.510 1.490 1.206 2.120 6418.322 6190.508 6587.552 4.205 3.964 4.345 0.053 -0.098 0.190 9.351 9.220 9.484 1693.786 1359.712 2393.157 0.728 0.577 0.834 0.887 nan nan nan nan nan nan
K03693.01 0.742 0.694 0.780 0.702 0.661 0.736 4683.779 4531.423 4804.934 4.619 4.589 4.644 -0.032 -0.192 0.122 9.615 9.254 10.001 370.623 345.877 391.607 0.343 0.116 0.527 0.609 nan nan nan nan nan nan
K03694.01 0.875 0.819 0.922 0.841 0.780 0.921 5456.713 5365.488 5562.121 4.537 4.453 4.583 -0.127 -0.304 0.038 9.658 9.217 10.015 1763.997 1631.093 1940.378 0.116 0.032 0.212 0.273 nan nan nan nan nan nan
K03695.01 0.841 0.789 0.890 0.804 0.754 0.867 5247.104 5097.228 5409.231 4.559 4.491 4.596 -0.068 -0.235 0.084 9.693 9.248 10.046 583.808 543.226 633.718 0.279 0.112 0.444 0.579 nan nan nan nan nan nan
K03696.01 1.010 0.960 1.063 1.008 0.923 1.214 5768.016 5665.522 5852.279 4.439 4.282 4.504 0.058 -0.093 0.194 9.639 9.264 9.882 1472.215 1340.777 1775.471 0.157 0.069 0.212 0.235 nan nan nan nan nan nan
K03697.01 1.085 1.001 1.210 1.141 0.985 1.485 6050.088 5854.761 6208.630 4.363 4.165 4.463 0.003 -0.179 0.137 9.516 9.253 9.733 964.224 823.449 1252.472 0.250 0.103 0.364 0.413 nan nan nan nan nan nan
K03698.01 0.706 0.702 0.709 0.620 0.617 0.622 5712.968 5693.721 5736.243 4.703 4.700 4.706 -1.563 -1.677 -1.501 9.204 9.146 9.283 2994.936 2986.779 2998.681 0.005 0.001 0.014 0.425 nan nan nan nan nan nan
K03699.01 0.662 0.637 0.746 0.634 0.613 0.724 4759.411 4718.116 4813.575 4.648 4.596 4.678 -0.457 -0.527 -0.050 9.773 9.358 10.066 1546.744 1486.408 1778.528 0.045 0.012 0.116 0.419 nan nan nan nan nan nan
K03701.01 1.381 1.209 1.617 1.614 1.291 2.272 6551.596 6273.694 6858.469 4.158 3.931 4.302 0.049 -0.098 0.179 9.280 9.135 9.451 1222.540 964.215 1700.200 0.368 0.185 0.561 0.903 nan nan nan nan nan nan
K03703.01 0.731 0.675 0.792 0.694 0.640 0.756 4974.558 4883.169 5123.355 4.621 4.573 4.661 -0.322 -0.528 -0.093 9.660 9.231 10.008 1508.479 1380.051 1656.962 0.163 0.047 0.342 0.799 nan nan nan nan nan nan
K03704.01 0.870 0.826 0.909 0.825 0.779 0.877 5116.591 5050.626 5165.881 4.554 4.488 4.587 0.228 -0.009 0.362 9.649 9.212 10.042 1857.672 1747.170 1982.017 0.371 0.295 0.408 0.422 nan nan nan nan nan nan
K03706.01 1.296 1.211 1.440 1.431 1.263 1.861 6446.253 6359.242 6568.141 4.240 4.056 4.324 0.053 -0.091 0.192 9.325 9.173 9.428 1723.657 1519.624 2230.549 0.047 0.013 0.117 0.754 nan nan nan nan nan nan
K03707.01 1.004 0.931 1.058 0.994 0.896 1.189 5802.263 5655.777 5904.564 4.447 4.299 4.516 0.002 -0.185 0.147 9.633 9.246 9.875 1573.336 1404.916 1881.391 0.716 0.591 0.783 0.809 nan nan nan nan nan nan
K03708.01 0.866 0.807 0.917 0.824 0.768 0.867 5559.346 5438.840 5742.733 4.551 4.509 4.590 -0.277 -0.479 -0.107 9.489 9.157 9.854 2762.957 2565.096 2921.796 0.163 0.053 0.323 0.787 nan nan nan nan nan nan
K03709.01 1.088 1.001 1.199 1.130 0.987 1.430 6067.741 5881.420 6207.233 4.369 4.194 4.461 -0.012 -0.191 0.118 9.518 9.228 9.712 1443.705 1250.394 1826.237 0.250 0.108 0.344 0.388 nan nan nan nan nan nan
K03711.01 1.007 0.922 1.125 1.020 0.889 1.285 5842.400 5585.033 6115.522 4.425 4.255 4.517 -0.008 -0.189 0.121 9.572 9.245 9.867 775.483 667.864 988.508 0.611 0.392 0.813 0.965 nan nan nan nan nan nan
K03712.01 0.605 0.530 0.658 0.586 0.516 0.631 4167.397 4064.742 4299.800 4.687 4.655 4.739 -0.216 -0.509 -0.030 9.608 9.217 9.993 669.046 561.242 740.944 0.147 0.041 0.315 0.425 nan nan nan nan nan nan
K03714.01 0.951 0.901 0.998 0.928 0.863 1.113 5606.587 5511.701 5680.021 4.484 4.322 4.540 0.025 -0.136 0.150 9.688 9.250 9.991 1014.330 936.354 1213.797 0.174 0.087 0.222 0.24 nan nan nan nan nan nan
K03715.01 1.149 1.072 1.224 1.208 1.084 1.305 6292.390 6077.185 6490.674 4.340 4.285 4.408 -0.055 -0.232 0.098 9.348 9.161 9.563 2673.756 2366.321 2900.085 0.341 0.202 0.466 0.562 nan nan nan nan nan nan
K03716.01 1.591 1.418 1.777 1.962 1.582 2.495 7010.705 6741.137 7329.663 4.052 3.892 4.194 0.026 -0.161 0.185 9.130 9.057 9.233 727.168 586.288 928.159 0.289 0.123 0.467 3.072 nan nan nan nan nan nan
K03716.02 1.588 1.413 1.792 1.966 1.567 2.526 6995.951 6728.850 7318.626 4.052 3.882 4.201 0.025 -0.159 0.182 9.133 9.059 9.236 731.378 580.528 937.492 0.279 0.116 0.460 3.072 nan nan nan nan nan nan
K03717.01 1.039 0.983 1.103 1.058 0.957 1.298 5880.856 5774.027 5969.568 4.404 4.241 4.483 0.028 -0.130 0.151 9.627 9.263 9.826 1160.605 1042.098 1421.195 0.150 0.066 0.208 0.231 nan nan nan nan nan nan
K03719.01 0.640 0.611 0.678 0.615 0.590 0.649 4624.264 4523.310 4700.430 4.667 4.638 4.690 -0.416 -0.590 -0.260 9.663 9.255 10.025 620.313 590.017 659.725 0.249 0.099 0.353 0.397 nan nan nan nan nan nan
K03720.01 1.434 1.291 1.654 1.727 1.406 2.406 6671.647 6531.494 6790.973 4.116 3.892 4.258 0.045 -0.114 0.174 9.252 9.152 9.349 1139.650 926.020 1577.336 0.155 0.065 0.218 0.244 nan nan nan nan nan nan
K03721.01 1.185 1.074 1.355 1.283 1.089 1.792 6210.534 6019.991 6349.253 4.294 4.056 4.404 0.040 -0.116 0.170 9.445 9.240 9.598 969.240 813.068 1350.252 0.314 0.175 0.397 0.432 nan nan nan nan nan nan
K03722.01 0.948 0.898 0.993 0.920 0.858 1.040 5582.872 5449.433 5678.426 4.493 4.376 4.542 0.041 -0.102 0.171 9.645 9.231 9.976 1037.756 961.883 1176.172 0.264 0.139 0.338 0.367 nan nan nan nan nan nan
K03723.01 1.403 1.342 1.709 125.374 98.035 130.362 3811.490 3767.226 3914.817 0.389 0.356 0.672 -0.809 -0.924 -0.634 9.719 9.227 9.748 2896.023 2687.969 2974.806 0.094 0.020 0.217 1.475 nan nan nan nan nan nan
K03724.01 0.823 0.764 0.871 0.787 0.720 0.849 5296.914 5192.879 5381.625 4.571 4.503 4.616 -0.171 -0.395 -0.015 9.657 9.209 10.026 1544.576 1403.946 1672.940 0.190 0.081 0.273 0.315 nan nan nan nan nan nan
K03725.01 1.779 1.629 1.925 94.972 85.462 116.383 3941.622 3764.213 4023.255 0.732 0.556 0.870 -0.568 -0.711 -0.461 9.345 9.084 9.482 1537.236 1355.232 1687.867 0.186 0.060 0.332 0.435 nan nan nan nan nan nan
K03726.01 0.697 0.644 0.750 0.664 0.620 0.705 4566.734 4372.785 4693.840 4.640 4.613 4.668 -0.125 -0.281 0.077 9.582 9.216 9.991 530.718 486.884 571.746 0.413 0.123 0.602 0.68 nan nan nan nan nan nan
K03727.01 0.752 0.694 0.807 0.721 0.659 0.774 5038.777 4966.695 5132.100 4.605 4.557 4.649 -0.257 -0.488 -0.056 9.711 9.284 10.041 759.420 689.316 820.332 0.118 0.037 0.228 0.294 nan nan nan nan nan nan
K03728.01 1.584 1.422 1.766 1.952 1.581 2.503 7007.701 6897.215 7127.034 4.054 3.886 4.193 0.015 -0.140 0.162 9.141 9.077 9.218 874.206 707.912 1120.289 0.071 0.022 0.127 0.155 nan nan nan nan nan nan
K03729.01 0.854 0.797 0.907 0.819 0.760 0.898 5352.236 5256.442 5522.768 4.550 4.465 4.594 -0.127 -0.314 0.034 9.655 9.219 10.026 1154.379 1064.319 1275.279 0.131 0.040 0.297 0.977 nan nan nan nan nan nan
K03731.01 0.735 0.703 0.768 0.701 0.673 0.730 4615.466 4538.166 4744.418 4.616 4.586 4.638 0.000 -0.136 0.127 9.712 9.340 10.041 668.672 636.899 701.874 0.160 0.045 0.348 0.738 nan nan nan nan nan nan
K03732.01 1.016 0.938 1.103 1.027 0.908 1.215 5918.226 5719.907 6078.856 4.424 4.293 4.507 -0.051 -0.251 0.102 9.572 9.237 9.792 1406.164 1230.778 1672.575 0.265 0.108 0.379 0.431 nan nan nan nan nan nan
K03734.01 1.267 1.145 1.469 1.420 1.193 2.080 6350.837 6187.077 6480.398 4.231 3.970 4.350 0.049 -0.106 0.179 9.392 9.232 9.515 788.409 657.443 1141.373 0.200 0.088 0.275 0.308 nan nan nan nan nan nan
K03735.01 0.641 0.608 0.668 0.611 0.575 0.636 4907.500 4864.578 4956.265 4.678 4.647 4.708 -0.707 -0.940 -0.549 9.693 9.263 10.045 1579.856 1472.281 1655.658 0.021 0.005 0.057 0.502 nan nan nan nan nan nan
K03736.01 0.832 0.786 0.873 0.794 0.745 0.839 5202.230 5097.619 5267.610 4.568 4.510 4.601 -0.053 -0.220 0.087 9.673 9.250 10.034 1275.119 1189.979 1351.949 0.391 0.269 0.453 0.476 nan nan nan nan nan nan
K03737.01 2.058 0.976 2.153 110.388 0.967 118.551 3782.345 3702.848 5622.313 0.667 0.622 4.454 -0.287 -0.442 -0.033 9.216 9.167 9.476 1990.869 175.188 2147.892 0.103 0.044 0.152 0.172 nan nan nan nan nan nan
K03739.01 1.546 1.429 1.607 1.710 1.510 1.870 7887.665 7735.091 8054.201 4.164 4.095 4.239 -0.342 -0.481 -0.238 9.097 9.051 9.170 2574.652 2273.397 2815.754 0.082 0.025 0.148 0.183 nan nan nan nan nan nan
K03741.01 1.537 1.356 1.755 1.881 1.501 2.504 6852.834 6544.171 7157.309 4.075 3.879 4.224 0.056 -0.104 0.204 9.163 9.076 9.311 1142.883 911.683 1513.867 0.466 0.273 0.639 1.188 nan nan nan nan nan nan
K03741.02 1.535 1.352 1.737 1.873 1.494 2.446 6859.308 6545.003 7164.794 4.079 3.895 4.226 0.057 -0.106 0.207 9.166 9.080 9.295 1142.428 905.812 1490.670 0.471 0.280 0.638 1.188 nan nan nan nan nan nan
K03741.03 1.537 1.347 1.745 1.869 1.491 2.455 6852.597 6531.049 7174.448 4.082 3.894 4.227 0.057 -0.108 0.208 9.167 9.077 9.305 1139.164 902.131 1493.324 0.465 0.266 0.642 1.188 nan nan nan nan nan nan
K03741.04 1.537 1.349 1.736 1.874 1.480 2.456 6851.149 6539.787 7153.804 4.080 3.894 4.234 0.053 -0.116 0.195 9.169 9.080 9.301 1141.910 897.792 1485.499 0.468 0.272 0.637 1.188 nan nan nan nan nan nan
K03742.01 1.455 1.288 1.614 1.733 1.417 2.132 6815.448 6486.188 7128.106 4.126 3.989 4.252 0.012 -0.154 0.149 9.215 9.108 9.353 2207.275 1793.166 2715.322 0.478 0.274 0.658 0.844 nan nan nan nan nan nan
K03744.01 0.803 0.764 0.837 0.759 0.722 0.792 4991.781 4921.887 5047.860 4.593 4.545 4.614 -0.016 -0.176 0.125 9.617 9.233 10.026 814.137 771.284 854.288 0.171 0.077 0.229 0.251 nan nan nan nan nan nan
K03747.01 0.648 0.628 0.677 0.620 0.603 0.646 4764.843 4721.103 4823.256 4.666 4.633 4.687 -0.511 -0.614 -0.402 9.674 9.261 10.042 1135.363 1095.881 1189.292 0.049 0.014 0.123 0.388 nan nan nan nan nan nan
K03747.02 0.647 0.626 0.675 0.620 0.602 0.645 4764.644 4721.784 4824.312 4.666 4.634 4.686 -0.516 -0.619 -0.411 9.690 9.267 10.037 1134.090 1095.196 1187.194 0.048 0.013 0.126 0.388 nan nan nan nan nan nan
K03749.01 0.364 0.279 0.420 0.355 0.282 0.402 3421.694 3376.359 3469.376 4.901 4.853 4.986 0.031 -0.110 0.167 9.633 9.235 10.004 177.777 138.294 206.642 0.068 0.024 0.108 0.129 nan nan nan nan nan nan
K03750.01 1.011 0.929 1.116 1.025 0.900 1.266 5866.858 5625.638 6116.877 4.423 4.271 4.512 -0.016 -0.207 0.113 9.549 9.236 9.839 971.372 843.430 1207.730 0.367 0.167 0.554 0.728 nan nan nan nan nan nan
K03752.01 1.178 1.058 1.365 1.278 1.065 1.842 6200.157 5996.862 6359.790 4.294 4.036 4.417 0.027 -0.132 0.156 9.453 9.257 9.621 1248.636 1025.518 1793.700 0.643 0.490 0.741 0.786 nan nan nan nan nan nan
K03753.01 0.657 0.620 0.703 0.630 0.599 0.674 4553.167 4486.525 4622.135 4.657 4.627 4.683 -0.288 -0.452 -0.113 9.653 9.255 10.028 850.358 802.928 918.514 0.143 0.047 0.237 0.284 nan nan nan nan nan nan
K03755.01 0.675 0.640 0.732 0.648 0.615 0.697 4760.990 4655.130 4831.143 4.646 4.612 4.674 -0.349 -0.511 -0.155 9.681 9.256 10.042 844.638 796.320 914.229 0.315 0.162 0.399 0.43 nan nan nan nan nan nan
K03756.01 1.593 1.452 1.729 1.862 1.571 2.167 7345.933 7207.897 7508.777 4.096 3.999 4.206 -0.096 -0.238 0.087 9.096 9.039 9.155 2415.595 2048.168 2814.020 0.029 0.007 0.075 0.266 nan nan nan nan nan nan
K03758.01 1.017 0.963 1.070 1.020 0.929 1.205 5760.022 5651.336 5833.149 4.431 4.293 4.501 0.095 -0.061 0.249 9.660 9.249 9.887 2037.980 1847.332 2407.441 0.792 0.705 0.834 0.85 nan nan nan nan nan nan
K03759.01 0.803 0.748 0.848 0.767 0.711 0.812 5126.341 5071.963 5179.802 4.583 4.528 4.619 -0.127 -0.331 0.056 9.693 9.256 10.037 1009.312 930.879 1073.165 0.082 0.027 0.136 0.162 nan nan nan nan nan nan
K03760.01 0.867 0.809 0.924 0.834 0.771 0.912 5411.026 5321.213 5573.871 4.541 4.459 4.589 -0.131 -0.310 0.033 9.622 9.206 9.996 1051.234 967.335 1156.838 0.113 0.032 0.266 0.679 nan nan nan nan nan nan
K03761.01 0.706 0.662 0.769 0.675 0.635 0.736 4887.882 4785.408 4986.031 4.628 4.588 4.665 -0.323 -0.507 -0.091 9.698 9.266 10.042 584.222 545.669 641.826 0.222 0.084 0.343 0.403 nan nan nan nan nan nan
K03762.01 0.937 0.877 0.993 0.916 0.845 1.053 5634.615 5526.036 5783.505 4.491 4.368 4.546 -0.066 -0.257 0.092 9.641 9.231 9.959 864.771 791.007 996.016 0.135 0.042 0.263 0.333 nan nan nan nan nan nan
K03763.01 0.605 0.591 0.621 0.593 0.579 0.607 4220.699 4158.913 4261.857 4.674 4.657 4.692 -0.218 -0.277 -0.152 9.894 9.509 10.105 718.479 693.769 741.498 0.271 0.176 0.318 0.335 nan nan nan nan nan nan
K03764.01 0.691 0.643 0.736 0.662 0.620 0.695 4510.103 4413.734 4597.490 4.640 4.614 4.667 -0.114 -0.274 0.072 9.620 9.248 10.036 543.594 502.848 575.774 0.212 0.068 0.338 0.389 nan nan nan nan nan nan
K03767.01 0.861 0.791 0.923 0.817 0.749 0.892 5273.967 5034.507 5465.226 4.555 4.487 4.600 0.004 -0.212 0.192 9.600 9.219 9.998 1601.772 1449.009 1769.393 0.961 0.683 1.156 1.28 nan nan nan nan nan nan
