,pp_host_prob_prov,pp_1hi_starid,pp_1hi_rel_prob,pp_2hi_rel_prob,pp_unk_rel_prob,pp_1hi_ra,pp_1hi_mod_depth,pp_2hi_starid,pp_host_rel_prob_err,pp_host_prob_score,pp_unk_rel_prob_err,pp_2hi_rel_prob_err,pp_1hi_rel_prob_err,pp_host_prior_prob,pp_koi_time0bk,pp_2hi_dec,pp_koi_period,pp_1hi_prob_prov,pp_dv_run_id,pp_host_rel_prob,pp_2hi_prob_prov,pp_bkgd_density,pp_1hi_dec,pp_2hi_mod_depth,pp_koi_depth,pp_2hi_ra,pp_1hi_kepmag,pp_2hi_kepmag
K07177.01,PROB,KIC 9474222,1.0,,4.969e-07,295.374,718119.0,,8.9e-05,1.0,3.839e-11,,8.9e-05,0.81,133.7915,,13.69,KIC,dr25,1.0,,8.855e-06,46.0427,,97733.0,,13.28,
K07178.01,PROB,KIC 9474969,1.0,,4.512e-07,295.6289,873803.0,,0.0002,1.0,7.908e-11,,0.0002,0.81,151.7932,,21.57,KIC,dr25,1.0,,8.026e-06,46.0513,,134203.0,,12.46,
K07179.01,PROB,KIC 9480398,0.95,0.042,0.001978,297.3743,50.0,UKIRT 44117908678266,9.6e-16,0.18,1.985e-17,3.6e-17,9.6e-16,0.78,509.302,46.0554,407.11,KIC,dr25,0.95,UKIRT,1.073e-05,46.0548,497935.0,82.0,297.3704,13.31,21.31
K07180.01,FAILED,,,,,,,,,0.0,,,,0.73,,,,,dr25,,,,,,,,,
K07181.01,PROB,KIC 9509207,1.0,,2.123e-07,282.6682,1740624.0,,0.00069,1.0,1.276e-10,,0.00069,0.93,135.7475,,14.2,KIC,dr25,1.0,,3.538e-06,46.1601,,210040.0,,13.13,
K07182.01,PROB,KIC 9513168,0.26,,0.7417,284.9576,7738.0,,3.3e-15,0.5,9.431e-15,,3.3e-15,0.92,136.5468,,6.85,KIC,dr25,0.26,,1.041e-05,46.1438,,678.0,,16.54,
K07183.01,PROB,KIC 9520700,1.0,,4.73e-07,289.3382,1769708.0,,0.00045,1.0,1.835e-10,,0.00045,0.89,133.5339,,2.14,KIC,dr25,1.0,,8.287e-06,46.1528,,268894.0,,14.9,
K07184.01,PROB,KIC 9529294,0.0,,1.0,293.013,809.0,,1.6e-36,0.56,1.414e-14,,1.6e-36,0.85,133.524,,5.03,KIC,dr25,0.0,,9.867e-06,46.1666,,94.0,,14.59,
K07185.01,PROB,KIC 9529856,0.48,,0.5196,293.2625,243070.0,,0.013,1.0,0.006178,,0.013,0.84,155.8404,,37.48,KIC,dr25,0.48,,7.572e-06,46.1506,,28705.0,,13.46,
K07186.01,PROB,UKIRT 44117908125113,0.94,0.06,9.598e-05,295.613,196999.0,KIC 9536048,0.0024,0.56,1.288e-06,0.0024,0.015,0.81,132.6448,46.1907,1.86,UKIRT,dr25,0.06,KIC,9.907e-06,46.1892,558.0,59.0,295.6135,19.85,13.79
K07187.01,PROB,KIC 9540450,1.0,,3.082e-06,297.0933,1805971.0,,0.014,1.0,3.714e-08,,0.014,0.79,131.6047,,1.08,KIC,dr25,1.0,,1.238e-05,46.1324,,274619.0,,14.15,
K07188.01,MATCH,KIC 9540675,1.0,,0.0003846,297.166,213.0,,0.025,0.03,8.438e-06,,0.025,0.79,133.5451,,3.56,KIC,dr25,1.0,,1.161e-05,46.1992,,38.0,,13.87,
K07189.01,MATCH,KIC 9541163,1.0,,0.0007146,297.2939,373.0,,0.028,0.0,1.717e-05,,0.028,0.79,131.7057,,0.54,KIC,dr25,1.0,,1.924e-05,46.1023,,78.0,,15.45,
K07190.01,PROB,KIC 9541567,1.0,,6.414e-06,297.4042,13822.0,,0.055,0.64,3.056e-07,,0.055,0.78,131.9971,,2.24,KIC,dr25,1.0,,8.899e-06,46.12,,9.0,,11.87,
K07191.01,PROB,,,,3.037e-07,,,,0.0026,1.0,6.819e-10,,,0.94,131.7599,,1.48,,dr25,1.0,,4.391e-06,,,393025.0,,,
K07192.01,PROB,KIC 9579192,1.0,,2.252e-07,287.6319,365292.0,,0.00052,1.0,1.005e-10,,0.00052,0.9,139.6169,,12.08,KIC,dr25,1.0,,3.917e-06,46.2987,,42962.0,,12.34,
K07193.01,MATCH,KIC 9579789,1.0,,0.0004056,287.9755,656.0,,0.048,0.0,1.697e-05,,0.048,0.9,132.0362,,1.09,KIC,dr25,1.0,,8.951e-06,46.2896,,70.0,,15.46,
K07194.01,PROB,KIC 9581498,0.55,0.45,0.0002656,288.9204,641.0,UKIRT 44117907751569,0.009,0.0,3.655e-06,0.0094,0.009,0.89,140.3858,46.2213,10.55,KIC,dr25,0.55,UKIRT,6.523e-06,46.2211,46831.0,99.0,288.9193,14.18,18.67
K07195.01,PROB,KIC 9588862,1.0,1.6e-18,7.712e-05,292.1554,577.0,UKIRT 44117908092612,0.033,0.33,2.216e-06,4.1e-18,0.033,0.86,133.4199,46.2055,5.9,KIC,dr25,1.0,UKIRT,9.648e-06,46.2045,2501809.0,83.0,292.1529,14.74,21.25
K07196.01,MATCH,KIC 9592855,1.0,,3.746e-07,293.7701,1285805.0,,0.00069,1.0,2.245e-10,,0.00069,0.84,131.948,,0.61,KIC,dr25,1.0,,6.402e-06,46.2366,,132352.0,,12.22,
K07197.01,PROB,KIC 9596064,1.0,1.6e-05,4.496e-05,294.9506,4282.0,UKIRT 44117907725881,0.027,1.0,1.058e-06,2.6e-06,0.027,0.82,132.0116,46.242,1.74,KIC,dr25,1.0,UKIRT,2.003e-05,46.2422,239227.0,316.0,294.9516,16.27,20.16
K07198.01,PROB,KIC 9596187,1.0,1.5e-101,1.697e-06,294.9912,16302.0,KIC 9596195,0.022,1.0,3.272e-08,2.9e-103,0.022,0.82,131.7043,46.2237,0.95,KIC,dr25,1.0,KIC,1.142e-05,46.2236,412791.0,1348.0,294.9926,14.54,17.59
K07199.01,PROB,KIC 9596892,1.0,,0.001428,295.2557,2491.0,,0.03,0.0,3.718e-05,,0.03,0.82,148.0792,,20.29,KIC,dr25,1.0,,1.846e-05,46.2164,,332.0,,15.92,
K07200.01,PROB,KIC 9597095,1.0,7.7e-34,0.0004168,295.3286,458157.0,KIC 9597100,0.068,1.0,2.454e-05,3.1e-34,0.068,0.82,131.7079,46.2684,2.75,KIC,dr25,1.0,KIC,1.868e-05,46.2684,1577903.0,44660.0,295.3294,15.95,17.46
K07201.01,FAILED,,,,,,,,,0.0,,,,0.81,,,,,dr25,,,,,,,,,
K07202.01,MATCH,KIC 9602448,0.83,0.17,0.0001742,297.1019,70783.0,KIC 9602431,0.028,0.0,2.93e-05,0.028,0.17,0.79,133.5465,46.2435,3.56,KIC,dr25,0.17,KIC,1.706e-05,46.2441,343.0,67.0,297.0991,18.05,15.19
K07203.01,MATCH,UKIRT 44117907883476,0.72,0.11,5.335e-05,297.125,729914.0,UKIRT 44117907883461,0.0065,0.0,5.178e-06,0.012,0.085,0.79,133.5507,46.2811,3.56,UKIRT,dr25,0.066,UKIRT,1.404e-05,46.2803,437391.0,46.0,297.1251,20.39,21.47
K07204.01,PROB,KIC 9630640,1.0,,2.808e-07,281.6302,80074.0,,0.0053,1.0,1.288e-09,,0.0053,0.94,132.5247,,3.66,KIC,dr25,1.0,,3.908e-06,46.3212,,764.0,,13.66,
K07205.01,PROB,KIC 9635520,0.0,0.0,1.0,284.6997,4090.0,hiresKIC 22000670,2.8e-109,0.0,1.414e-14,2.8e-109,2.8e-109,0.92,133.1865,46.3753,2.35,KIC,dr25,0.0,hiresKIC,5.027e-06,46.3751,6292.0,406.0,284.7,14.11,14.55
K07206.01,PROB,KIC 9635529,1.0,,1.767e-07,284.7045,1825692.0,,8.5e-05,1.0,1.307e-11,,8.5e-05,0.92,131.9168,,2.35,KIC,dr25,1.0,,3.149e-06,46.3788,,204387.0,,12.23,
K07207.01,PROB,KIC 9637299,1.0,,2.764e-07,285.7607,2454429.0,,0.00065,1.0,1.558e-10,,0.00065,0.92,132.7383,,1.88,KIC,dr25,1.0,,4.716e-06,46.367,,343215.0,,13.68,
K07208.01,PROB,KIC 9639106,1.0,,0.0001453,286.8581,955.0,,0.025,0.05,3.093e-06,,0.025,0.91,133.4599,,3.58,KIC,dr25,1.0,,8.63e-06,46.3117,,110.0,,15.56,
K07209.01,PROB,KIC 9640123,0.98,0.0092,0.0001338,287.5107,387.0,KIC 9640124,0.024,0.12,2.872e-06,0.00084,0.024,0.9,135.2135,46.3882,8.26,KIC,dr25,0.98,KIC,5.385e-06,46.3899,36894.0,53.0,287.5108,13.82,17.34
K07210.01,PROB,KIC 9640921,1.0,,6.219e-07,287.9638,75130.0,,0.0023,1.0,1.247e-09,,0.0023,0.9,139.4374,,80.71,KIC,dr25,1.0,,8.768e-06,46.3069,,11791.0,,15.39,
K07210.02,MATCH,KIC 9640921,1.0,,0.0002896,287.9638,1726.0,,0.031,0.0,7.747e-06,,0.031,0.9,132.0313,,2.18,KIC,dr25,1.0,,8.768e-06,46.3069,,111.0,,15.39,
K07211.01,FAILED,,,,,,,,,0.0,,,,0.9,,,,,dr25,,,,,,,,,
K07212.01,MATCH,KIC 9641103,1.0,,0.0003358,288.0671,308.0,,0.03,0.0,8.801e-06,,0.03,0.9,132.0467,,1.09,KIC,dr25,1.0,,6.043e-06,46.3796,,27.0,,14.12,
K07213.01,FAILED,,,,,,,,,0.0,,,,0.88,,,,,dr25,,,,,,,,,
K07214.01,MATCH,KIC 9644683,8.5e-96,,1.0,289.9941,9482.0,,1.2e-109,0.03,1.414e-14,,1.2e-109,0.88,131.7525,,0.59,KIC,dr25,8.5e-96,,1.179e-05,46.3049,,0.0,,15.91,
K07215.01,PROB,KIC 9651602,1.0,0.0019,0.0002398,292.8297,932.0,KIC 9651603,0.05,0.12,1.044e-05,0.00083,0.05,0.85,133.7734,46.3632,3.91,KIC,dr25,1.0,KIC,1.198e-05,46.3658,2851465.0,97.0,292.8298,15.28,19.34
K07216.01,PROB,KIC 9652166,0.99,0.0053,0.0002362,293.0557,242.0,UKIRT 44117908197370,8.3e-06,0.0,1.698e-09,1.7e-07,8.3e-06,0.85,131.66,46.3404,0.65,KIC,dr25,0.99,UKIRT,6.612e-06,46.3423,1518079.0,5.0,293.055,12.88,21.64
K07217.01,PROB,KIC 9652632,1.0,,3.237e-07,293.2474,1070824.0,,0.001,1.0,2.818e-10,,0.001,0.85,132.1249,,2.49,KIC,dr25,1.0,,5.521e-06,46.3104,,128434.0,,11.58,
K07218.01,FAILED,,,,,,,,,0.0,,,,0.83,,,,,dr25,,,,,,,,,
K07219.01,PROB,UKIRT 44117907835220,0.69,0.31,8.368e-06,295.1941,288844.0,KIC 9657636,3.9e-17,0.82,8.368e-20,3.9e-17,2.6e-17,0.82,278.3801,46.3719,542.53,UKIRT,dr25,0.31,KIC,6.362e-06,46.3731,41.0,81.0,295.1928,20.34,11.25
K07220.01,PROB,KIC 9658089,1.0,2.5e-06,8.892e-05,295.3583,630.0,UKIRT 44117908128840,0.019,0.56,1.471e-06,4.3e-07,0.019,0.82,131.6938,46.3448,1.06,KIC,dr25,1.0,UKIRT,1.401e-05,46.3439,2189.0,64.0,295.3589,15.1,16.34
K07221.01,PROB,KIC 9665503,1.0,,1.654e-05,297.7376,2612093.0,,0.041,1.0,5.912e-07,,0.041,0.78,137.3346,,11.57,KIC,dr25,1.0,,1.813e-05,46.3581,,414018.0,,15.22,
K07222.01,PROB,KIC 9673173,1.0,,8.513e-07,300.0141,979580.0,,0.001,1.0,7.507e-10,,0.001,0.74,147.0967,,21.29,KIC,dr25,1.0,,1.456e-05,46.3453,,122623.0,,13.73,
K07223.01,PROB,KIC 9674320,0.97,0.033,0.0001276,300.3452,834.0,UKIRT 44117907966166,0.055,0.21,6.282e-06,0.0046,0.055,0.73,297.7991,46.3398,317.09,KIC,dr25,0.97,UKIRT,1.906e-05,46.3399,40466.0,437.0,300.3467,14.63,18.32
K07224.01,PROB,KIC 9693803,1.0,,0.0001707,283.1164,2411.0,,0.035,0.03,5.185e-06,,0.035,0.93,142.1965,,13.5,KIC,dr25,1.0,,7.407e-06,46.4427,,245.0,,15.67,
K07225.01,PROB,KIC 9711751,1.0,,4.22e-07,292.4579,981353.0,,0.00016,1.0,5.818e-11,,0.00016,0.86,132.3455,,0.86,KIC,dr25,1.0,,7.506e-06,46.4334,,121305.0,,13.79,
K07226.01,PROB,KIC 9726452,1.0,,0.0008994,297.7223,1078.0,,0.044,0.0,3.455e-05,,0.044,0.78,165.1379,,42.48,KIC,dr25,1.0,,1.567e-05,46.4758,,176.0,,14.82,
K07227.01,MATCH,UKIRT 44117907315393,3e-12,1.1e-95,1.0,287.9365,820971.0,KIC 9762514,1e-108,0.12,9.055e-14,1e-108,8.9e-14,0.9,138.0944,46.5804,7.52,UKIRT,dr25,1.1e-95,KIC,9.001e-06,46.5798,1609.0,204.0,287.9347,20.62,15.52
K07228.01,PROB,KIC 9762519,1.0,,3.489e-07,287.9414,1010554.0,,0.0023,1.0,6.867e-10,,0.0023,0.9,138.0801,,7.52,KIC,dr25,1.0,,5.342e-06,46.5824,,117477.0,,13.71,
K07229.01,PROB,KIC 9777062,1.0,,3.756e-07,294.4608,1784208.0,,8.4e-05,1.0,2.733e-11,,8.4e-05,0.83,132.5804,,19.23,KIC,dr25,1.0,,6.692e-06,46.5897,,266675.0,,12.24,
K07230.01,PROB,KIC 9786821,1.0,,5.27e-07,297.7257,83578.0,,0.0023,1.0,1.034e-09,,0.0023,0.78,150.1284,,21.12,KIC,dr25,1.0,,8.494e-06,46.5488,,12899.0,,11.51,
K07231.01,PROB,KIC 9790965,1.0,,7.088e-07,298.9116,211266.0,,0.00056,1.0,3.415e-10,,0.00056,0.76,132.2423,,0.82,KIC,dr25,1.0,,1.208e-05,46.5866,,19963.0,,13.39,
K07231.02,PROB,KIC 9790965,1.0,,1.08e-06,298.9116,35133.0,,0.0052,1.0,4.88e-09,,0.0052,0.76,133.3332,,4.75,KIC,dr25,1.0,,1.208e-05,46.5866,,2870.0,,13.39,
K07232.01,PROB,KIC 9811915,1.0,,0.0001806,281.2294,1339.0,,0.034,0.39,5.388e-06,,0.034,0.94,132.6917,,1.97,KIC,dr25,1.0,,6.787e-06,46.6819,,188.0,,15.61,
K07233.01,PROB,KIC 9818732,1.0,,3.303e-07,285.4728,2636702.0,,0.00031,1.0,8.907e-11,,0.00031,0.92,132.6382,,45.04,KIC,dr25,1.0,,5.836e-06,46.6987,,415828.0,,14.53,
K07234.01,PROB,,,,4.113e-07,,,,0.0038,1.0,1.353e-09,,,0.91,132.2773,,8.43,,dr25,1.0,,5.563e-06,,,452501.0,,,
K07235.01,PROB,hiresKIC 22000689,0.52,0.48,9.84e-05,287.0261,63.0,KIC 9821428,2.7e-16,0.82,9.846e-19,2.7e-16,2.1e-16,0.91,360.5072,46.6863,299.67,hiresKIC,dr25,0.48,KIC,6.671e-06,46.6863,62.0,211.0,287.0261,14.74,14.71
K07236.01,PROB,KIC 9837013,1.0,,0.0004202,294.2936,527.0,,0.024,0.12,8.647e-06,,0.024,0.84,137.2836,,14.46,KIC,dr25,1.0,,1.12e-05,46.6295,,89.0,,14.75,
K07237.01,PROB,KIC 9848420,0.61,0.39,0.0002761,298.0549,1044.0,UKIRT 44117907920377,0.014,0.11,5.285e-06,0.013,0.014,0.78,136.4667,46.6338,7.93,KIC,dr25,0.61,UKIRT,1.833e-05,46.6335,12860.0,107.0,298.0556,15.22,17.87
K07238.01,PROB,KIC 9850387,1.0,,6.688e-07,298.5924,1026410.0,,5.3e-05,1.0,3.089e-11,,5.3e-05,0.77,131.6604,,1.37,KIC,dr25,1.0,,1.195e-05,46.6905,,94962.0,,13.55,
K07239.01,MATCH,KIC 9850912,0.79,0.21,0.0003876,298.735,2157.0,UKIRT 44117907928743,0.011,0.0,4.67e-06,0.0078,0.011,0.77,135.8521,46.6993,8.48,KIC,dr25,0.79,UKIRT,2.383e-05,46.6998,149325.0,313.0,298.7362,15.79,19.77
K07240.01,PROB,KIC 9852050,1.0,0.00011,1.768e-05,299.0749,468.0,KIC 9852054,0.012,1.0,1.791e-07,2.7e-06,0.012,0.76,132.0982,46.6609,0.94,KIC,dr25,1.0,KIC,1.318e-05,46.6589,53537.0,24.0,299.0769,13.81,16.66
K07241.01,PROB,KIC 9873869,1.0,,1.922e-07,282.6998,1171263.0,,0.00014,1.0,2.371e-11,,0.00014,0.94,136.1758,,4.99,KIC,dr25,1.0,,3.41e-06,46.717,,162160.0,,13.04,
K07242.01,PROB,KIC 9881258,1.0,,2.545e-07,287.1256,438211.0,,9.5e-06,1.0,2.094e-12,,9.5e-06,0.91,132.8392,,2.03,KIC,dr25,1.0,,4.554e-06,46.7335,,61881.0,,13.28,
K07243.01,MATCH,,,,,,,,0.0,1.0,,,,0.83,,,,,dr25,0.0,,,,,,,,
K07244.01,MATCH,KIC 9899193,1.0,,0.0003222,295.1548,173.0,,0.039,0.0,1.081e-05,,0.039,0.83,132.0556,,1.33,KIC,dr25,1.0,,8.163e-06,46.7366,,27.0,,13.19,
K07245.01,MATCH,KIC 9899410,0.99,0.0056,0.0001424,295.2258,1376.0,UKIRT 44117907821458,0.055,0.02,6.861e-06,0.0013,0.055,0.82,132.0519,46.7604,1.33,KIC,dr25,0.99,UKIRT,8.691e-06,46.7601,795821.0,81.0,295.2279,13.5,20.1
K07246.01,MATCH,KIC 9899421,0.87,0.13,0.001987,295.2325,1645.0,KIC 9899419,0.088,0.0,0.0001703,0.016,0.088,0.82,132.0652,46.7725,1.33,KIC,dr25,0.87,KIC,7.163e-06,46.7704,2446564.0,77.0,295.2301,12.29,18.47
K07247.01,MATCH,KIC 9899577,1.0,,0.0004111,295.2852,536.0,,0.029,0.0,1.036e-05,,0.029,0.82,132.0893,,1.33,KIC,dr25,1.0,,1.233e-05,46.7706,,73.0,,14.82,
K07248.01,MATCH,KIC 9899583,1.0,,0.0009261,295.2874,450.0,,0.042,0.01,3.407e-05,,0.042,0.82,132.1085,,1.33,KIC,dr25,1.0,,1.242e-05,46.7545,,52.0,,14.84,
K07249.01,PROB,KIC 9906489,1.0,1.2e-07,6.515e-05,297.5236,361.0,KIC 9906506,0.03,1.0,1.701e-06,4.8e-08,0.03,0.79,137.4412,46.7035,8.97,KIC,dr25,1.0,KIC,8.751e-06,46.7031,1887252.0,129.0,297.5279,12.04,18.21
K07250.01,PROB,KIC 9906802,1.0,0.0014,0.0002805,297.6127,954.0,KIC 9906811,0.03,0.03,7.361e-06,0.00013,0.03,0.79,135.1158,46.7373,9.26,KIC,dr25,1.0,KIC,1.547e-05,46.739,699807.0,103.0,297.6147,14.87,19.42
K07251.01,PROB,KIC 9906841,1.0,2.9e-23,8.102e-06,297.623,584.0,UKIRT 44117907778355,8.3e-20,1.0,8.102e-20,1.1e-38,8.3e-20,0.79,371.0423,46.7554,581.06,KIC,dr25,1.0,UKIRT,9.061e-06,46.7539,1100619.0,998.0,297.622,12.28,20.39
K07252.01,PROB,KIC 9909965,0.81,0.074,0.0004279,298.5485,948.0,UKIRT 44117907786325,0.029,0.0,1.288e-05,0.0095,0.029,0.77,139.0987,46.7539,10.22,KIC,dr25,0.81,UKIRT,1.472e-05,46.7566,2860411.0,116.0,298.5475,14.46,19.04
K07253.01,PROB,KIC 9913481,1.0,,5.011e-05,299.5866,689258.0,,0.055,1.0,2.375e-06,,0.055,0.75,133.3195,,3.5,KIC,dr25,1.0,,9.295e-06,46.7655,,100231.0,,10.86,
K07254.01,PROB,KIC 9913802,1.0,2.3e-19,5.684e-05,299.6833,1611390.0,KIC 9913798,1e-19,0.93,2.212e-06,1e-19,0.045,0.75,133.4979,46.7353,2.14,KIC,dr25,2.3e-19,KIC,1.924e-05,46.735,1050557.0,138336.0,299.6818,14.92,14.95
K07255.01,PROB,KIC 9932197,1.0,,0.0001335,280.9917,1474.0,,1.3e-18,0.18,1.335e-18,,1.3e-18,0.94,187.7232,,86.95,KIC,dr25,1.0,,4.508e-06,46.8894,,247.0,,14.25,
K07256.01,PROB,KIC 9934208,1.0,,3.994e-07,282.5421,937902.0,,0.0011,1.0,3.796e-10,,0.0011,0.94,137.3379,,9.06,KIC,dr25,1.0,,6.861e-06,46.8566,,128703.0,,15.51,
K07257.01,PROB,KIC 9936698,1.0,,2.925e-07,284.0673,1863541.0,,2e-20,1.0,2.925e-21,,2e-20,0.93,133.3889,,2.86,KIC,dr25,1.0,,4.754e-06,46.8096,,147674.0,,14.04,
K07258.01,PROB,KIC 9943009,1.0,0.0013,0.0001382,287.769,185.0,KIC 9943010,0.017,0.44,1.99e-06,0.00016,0.017,0.9,132.1385,46.8343,2.44,KIC,dr25,1.0,KIC,4.119e-06,46.8319,178976.0,24.0,287.7694,12.66,18.27
K07259.01,PROB,KIC 9944201,1.0,,0.002523,288.4909,169245.0,,0.094,1.0,0.0002061,,0.094,0.9,131.7071,,0.72,KIC,dr25,1.0,,8.046e-06,46.805,,21726.0,,15.07,
K07260.01,PROB,KIC 9944421,1.0,,4.651e-07,288.6192,1820219.0,,0.0002,1.0,8.17e-11,,0.0002,0.9,135.3715,,7.1,KIC,dr25,1.0,,8.28e-06,46.803,,231283.0,,15.14,
K07261.01,PROB,KIC 9945280,1.0,,3.377e-07,289.0974,164202.0,,0.00038,1.0,1.097e-10,,0.00038,0.89,131.7543,,0.65,KIC,dr25,1.0,,5.939e-06,46.8111,,16687.0,,13.88,
K07262.01,PROB,KIC 9953736,1.0,0.0049,7.113e-05,292.8528,190.0,UKIRT 44117907249758,0.029,0.01,1.799e-06,0.00079,0.029,0.86,131.6236,46.8503,0.51,KIC,dr25,1.0,UKIRT,6.825e-06,46.8514,485466.0,14.0,292.8528,13.31,21.71
K07263.01,FAILED,,,,,,,,,0.0,,,,0.83,,,,,dr25,,,,,,,,,
K07264.01,PROB,KIC 9959093,0.82,0.18,0.0001129,295.0425,526.0,KIC 9959083,0.032,0.22,4.037e-06,0.028,0.032,0.83,141.3051,46.8637,19.16,KIC,dr25,0.82,KIC,8.193e-06,46.864,238162.0,62.0,295.0394,13.31,17.76
K07265.01,PROB,KIC 9963009,1.0,,9.398e-07,296.4682,257576.0,,0.0071,1.0,5.794e-09,,0.0071,0.81,153.0191,,40.07,KIC,dr25,1.0,,1.215e-05,46.8518,,41900.0,,14.46,
K07266.01,PROB,KIC 9963639,0.85,0.059,0.0003579,296.692,102.0,UKIRT 44117907289500,0.025,0.0,9.049e-06,0.004,0.025,0.8,131.5269,46.8678,7.42,KIC,dr25,0.85,UKIRT,7.264e-06,46.8692,368595.0,19.0,296.6911,11.36,20.01
K07267.01,PROB,KIC 9965691,1.0,1.4e-07,3.014e-05,297.3268,2982.0,UKIRT 44117907294646,0.028,1.0,7.393e-07,1.1e-07,0.028,0.79,133.0179,46.8443,15.68,KIC,dr25,1.0,UKIRT,9.735e-06,46.8452,1444856.0,747.0,297.3272,13.1,19.77
K07268.01,PROB,KIC 9971475,1.0,,6.501e-07,298.9944,1521329.0,,0.00019,1.0,1.049e-10,,0.00019,0.77,131.6376,,5.36,KIC,dr25,1.0,,1.155e-05,46.8124,,198883.0,,13.17,
K07269.01,PROB,KIC 10000490,1.0,,5.659e-06,286.556,581257.0,,0.056,1.0,2.757e-07,,0.056,0.91,132.456,,1.4,KIC,dr25,1.0,,2.855e-06,46.9573,,58810.0,,11.24,
K07270.01,PROB,KIC 10002051,0.51,0.49,0.0002006,287.466,317680.0,KIC 10002049,0.058,0.01,2.323e-05,0.058,0.074,0.91,144.8884,46.9684,19.25,KIC,dr25,0.49,KIC,8.23e-06,46.9704,1365.0,200.0,287.4648,17.07,15.36
K07271.01,MATCH,KIC 10014702,0.98,0.018,0.0001157,293.1299,1030.0,UKIRT 44117907571434,0.027,0.33,2.758e-06,0.0014,0.027,0.85,132.0969,46.9212,1.34,KIC,dr25,0.98,UKIRT,1.132e-05,46.9218,160169.0,58.0,293.1294,15.13,20.25
K07272.01,PROB,KIC 10019854,1.0,,0.0003196,295.0822,723.0,,0.015,0.05,4.13e-06,,0.015,0.83,133.4573,,14.1,KIC,dr25,1.0,,1.317e-05,46.9417,,98.0,,15.11,
K07273.01,PROB,KIC 10020423,1.0,,7.858e-07,295.2979,1239105.0,,0.00039,1.0,2.65e-10,,0.00039,0.83,137.6945,,7.45,KIC,dr25,1.0,,1.376e-05,46.9205,,153216.0,,15.18,
K07274.01,FAILED,,,,,,,,,0.0,,,,0.8,,,,,dr25,,,,,,,,,
K07275.01,FPWG,,,,,,,,0.0,1.0,,,,0.8,,,,,dr25,0.0,,,,,,,,
K07276.01,PROB,KIC 10031409,1.0,,6.62e-07,298.6849,1495638.0,,3.9e-05,1.0,2.216e-11,,3.9e-05,0.77,132.8364,,2.07,KIC,dr25,1.0,,1.182e-05,46.95,,189777.0,,13.55,
K07277.01,MATCH,UKIRT 44117907328044,0.54,0.46,0.0004802,298.7205,7326.0,KIC 10031526,0.013,0.0,1.107e-05,0.013,0.015,0.77,132.0436,46.9339,8.59,UKIRT,dr25,0.46,KIC,2.251e-05,46.9333,1606.0,192.0,298.7209,17.24,15.69
K07278.01,FAILED,,,,,,,,,0.0,,,,0.77,,,,,dr25,,,,,,,,,
K07279.01,PROB,KIC 10053138,0.79,0.21,0.0001038,280.7195,486.0,KIC 10053137,0.042,0.12,4.638e-06,0.015,0.042,0.95,138.7809,47.0731,11.77,KIC,dr25,0.79,KIC,3.81e-06,47.0722,16717.0,70.0,280.7191,13.72,17.32
K07280.01,PROB,KIC 10063044,1.0,,2.848e-07,286.2908,1295269.0,,9.1e-05,1.0,2.234e-11,,9.1e-05,0.92,131.5862,,1.01,KIC,dr25,1.0,,5.058e-06,47.0762,,139556.0,,13.92,
K07281.01,PROB,KIC 10066755,1.0,4.5e-15,1.336e-05,288.2197,2073.0,UKIRT 44117907314600,0.069,0.39,7.936e-07,7.2e-15,0.069,0.9,132.8754,47.0423,2.47,KIC,dr25,1.0,UKIRT,4.034e-06,47.0413,301069.0,28.0,288.2191,12.45,17.79
K07282.01,PROB,KIC 10070479,1.0,,0.0001241,289.9616,1450.0,,0.015,0.33,1.616e-06,,0.015,0.89,131.797,,1.76,KIC,dr25,1.0,,1.027e-05,47.0804,,159.0,,15.59,
K07283.01,PROB,KIC 10089123,1.0,2e-07,9.349e-05,296.8983,407.0,UKIRT 44117906881627,0.024,1.0,1.909e-06,2e-07,0.024,0.8,227.9645,47.0795,134.42,KIC,dr25,1.0,UKIRT,1.174e-05,47.0811,1062821.0,224.0,296.8986,14.26,21.24
K07284.01,PROB,KIC 10091257,1.0,,5.195e-07,297.5099,370140.0,,0.00021,1.0,9.57e-11,,0.00021,0.79,131.9554,,1.7,KIC,dr25,1.0,,9.018e-06,47.0545,,46122.0,,12.53,
K07285.01,PROB,KIC 10093664,7.5e-36,8.1e-64,1.0,298.2003,128.0,KIC 10093673,2.7e-38,0.0,1.414e-14,4.7e-66,2.7e-38,0.78,132.5194,47.0629,1.21,KIC,dr25,7.5e-36,KIC,9.402e-06,47.0629,38993.0,3.0,298.2032,12.32,17.28
K07286.01,PROB,KIC 10095512,1.0,,6.123e-07,298.7165,680902.0,,0.00017,1.0,8.822e-11,,0.00017,0.77,132.9231,,3.01,KIC,dr25,1.0,,1.089e-05,47.0145,,72680.0,,13.05,
K07287.01,PROB,KIC 10098534,1.0,,0.003291,299.5835,1958.0,,0.062,0.01,0.0001768,,0.062,0.76,166.5226,,41.81,KIC,dr25,1.0,,1.91e-05,47.0229,,335.0,,15.02,
K07288.01,PROB,KIC 10129482,1.0,,6.041e-07,286.8404,1391068.0,,0.00066,1.0,3.461e-10,,0.00066,0.91,132.1917,,0.85,KIC,dr25,1.0,,9.537e-06,47.1733,,168734.0,,15.99,
